HitRate@5,NDCG@5,HitRate@10,NDCG@10,HitRate@20,NDCG@20,Coverage@20,ILD@20,seed,family,backbone,dataset
0.03507896885275841,0.021713310852646828,0.0633416473865509,0.03075849637389183,0.11271820217370987,0.043145112693309784,0.9084778420038536,0.8032131791114807,42,uniform,bprmf,ml1m
0.035245221108198166,0.021853461861610413,0.06350789964199066,0.030899973586201668,0.11438071727752686,0.043628253042697906,0.9087989723827874,0.8027936220169067,42,additive-pref,bprmf,ml1m
0.03507896885275841,0.021834056824445724,0.0641729012131691,0.03113642707467079,0.11371570825576782,0.04354628548026085,0.9100834938985228,0.8022899031639099,42,shapley-mc,bprmf,ml1m
0.03474646806716919,0.021697845309972763,0.06384039670228958,0.031014101579785347,0.11454696953296661,0.043719321489334106,0.909762363519589,0.8020911812782288,42,attention,bprmf,ml1m
0.035245221108198166,0.021767381578683853,0.06350789964199066,0.03079678677022457,0.1133832111954689,0.043288081884384155,0.9087989723827874,0.803034782409668,42,heuristic-pop,bprmf,ml1m
0.03923524543642998,0.02355831488966942,0.06517040729522705,0.03191237524151802,0.11221945285797119,0.04364801198244095,0.9216441875401413,0.8040968775749207,43,uniform,bprmf,ml1m
0.03906899318099022,0.023497343063354492,0.06566916406154633,0.03205779194831848,0.11305070668458939,0.043852049857378006,0.9226075786769429,0.8037133812904358,43,additive-pref,bprmf,ml1m
0.03990025073289871,0.023827575147151947,0.06583540886640549,0.03211186081171036,0.11221945285797119,0.043673448264598846,0.9251766217084136,0.8031353950500488,43,shapley-mc,bprmf,ml1m
0.039733998477458954,0.023763170465826988,0.06583540886640549,0.03213115781545639,0.11354945600032806,0.04402124509215355,0.9226075786769429,0.8030303716659546,43,attention,bprmf,ml1m
0.039401497691869736,0.023651978000998497,0.06517040729522705,0.03194105625152588,0.11288445442914963,0.04383527487516403,0.9210019267822736,0.8039361238479614,43,heuristic-pop,bprmf,ml1m
0.03607647493481636,0.021260414272546768,0.061679136008024216,0.029461050406098366,0.1105569377541542,0.04173678904771805,0.9149004495825305,0.8026437759399414,44,uniform,bprmf,ml1m
0.03574397414922714,0.021176602691411972,0.062011636793613434,0.029563458636403084,0.11172069609165192,0.04201299697160721,0.9152215799614644,0.8022425174713135,44,additive-pref,bprmf,ml1m
0.03640897572040558,0.02151206135749817,0.061346635222435,0.029513226822018623,0.11255194991827011,0.04234892129898071,0.9171483622350675,0.8016400337219238,44,shapley-mc,bprmf,ml1m
0.03607647493481636,0.021414248272776604,0.06251039355993271,0.029857369139790535,0.11255194991827011,0.04237152263522148,0.9165061014771998,0.8014099597930908,44,attention,bprmf,ml1m
0.03607647493481636,0.021253129467368126,0.062011636793613434,0.02953386679291725,0.11172069609165192,0.04197400435805321,0.9152215799614644,0.8025262355804443,44,heuristic-pop,bprmf,ml1m
0.03325020894408226,0.020863307639956474,0.060515377670526505,0.029643066227436066,0.11271820217370987,0.042721331119537354,0.9187540141297367,0.8028538823127747,45,uniform,bprmf,ml1m
0.03374896198511124,0.02111131139099598,0.060515377670526505,0.029735727235674858,0.1133832111954689,0.04297233372926712,0.918111753371869,0.8024317622184753,45,additive-pref,bprmf,ml1m
0.033915210515260696,0.021385706961154938,0.06068162992596626,0.029998932033777237,0.11354945600032806,0.04323907941579819,0.9200385356454721,0.8018455505371094,45,shapley-mc,bprmf,ml1m
0.03441396355628967,0.02158564142882824,0.06118038296699524,0.03015693835914135,0.11305070668458939,0.04317561909556389,0.9190751445086706,0.8016728162765503,45,attention,bprmf,ml1m
0.03341645747423172,0.020966917276382446,0.06068162992596626,0.029747648164629936,0.11321695894002914,0.0428985096514225,0.9177906229929351,0.8026814460754395,45,heuristic-pop,bprmf,ml1m
0.03724023327231407,0.022771846503019333,0.06783042103052139,0.03256754204630852,0.11770573258399963,0.04511940851807594,0.9152215799614644,0.8034669756889343,46,uniform,bprmf,ml1m
0.03707398101687431,0.022633962333202362,0.06799667328596115,0.03255445137619972,0.1170407310128212,0.04490654915571213,0.9142581888246628,0.8030335307121277,46,additive-pref,bprmf,ml1m
0.03707398101687431,0.022630710154771805,0.06816292554140091,0.03261677920818329,0.11753948777914047,0.04503682255744934,0.918111753371869,0.8024042844772339,46,shapley-mc,bprmf,ml1m
0.03724023327231407,0.02276238612830639,0.06866168230772018,0.03282449021935463,0.11770573258399963,0.04515107348561287,0.9161849710982659,0.8022036552429199,46,attention,bprmf,ml1m
0.03740648552775383,0.02274378202855587,0.06866168230772018,0.032740045338869095,0.11687447875738144,0.044866956770420074,0.9149004495825305,0.803299069404602,46,heuristic-pop,bprmf,ml1m
