HitRate@5,NDCG@5,HitRate@10,NDCG@10,HitRate@20,NDCG@20,Coverage@20,ILD@20,seed,family,lambda_attr,backbone,dataset
0.0303357150405645,0.0190703272819519,0.044357556849718,0.0235623717308044,0.0661992728710174,0.0290652532130479,0.2397361272797827,0.9209823608398438,42,uniform,0.0,lightgcn,amazon_books_2018_custom
0.0303357150405645,0.0190914906561374,0.0446272082626819,0.0236565824598073,0.0660644471645355,0.0290556885302066,0.2390376406674427,0.9211149215698242,42,uniform,0.05,lightgcn,amazon_books_2018_custom
0.0304705407470464,0.0191378127783536,0.0444923825562,0.0236259661614894,0.0656599700450897,0.0289761796593666,0.2375630578191696,0.9212360382080078,42,uniform,0.1,lightgcn,amazon_books_2018_custom
0.0304705407470464,0.0192274302244186,0.0446272082626819,0.0237628035247325,0.0655251443386077,0.029047442600131,0.2354675979821497,0.921461582183838,42,uniform,0.2,lightgcn,amazon_books_2018_custom
0.0304705407470464,0.0192637760192155,0.0448968596756458,0.0238911882042884,0.0655251443386077,0.0290987752377986,0.2323632130384167,0.9217841625213624,42,uniform,0.4,lightgcn,amazon_books_2018_custom
0.0303357150405645,0.0190703272819519,0.044357556849718,0.0235623717308044,0.0661992728710174,0.0290652532130479,0.2397361272797827,0.9209823608398438,42,additive-pref,0.0,lightgcn,amazon_books_2018_custom
0.0303357150405645,0.0190762355923652,0.0446272082626819,0.0236434787511825,0.0660644471645355,0.0290401950478553,0.2388824214202561,0.9210215210914612,42,additive-pref,0.05,lightgcn,amazon_books_2018_custom
0.0304705407470464,0.0192373339086771,0.0446272082626819,0.0237623825669288,0.0657947957515716,0.0291021186858415,0.2381839348079162,0.9210772514343262,42,additive-pref,0.1,lightgcn,amazon_books_2018_custom
0.0303357150405645,0.019172390922904,0.044357556849718,0.0236644372344017,0.0653903186321258,0.028991101309657,0.236243694218083,0.921165406703949,42,additive-pref,0.2,lightgcn,amazon_books_2018_custom
0.0303357150405645,0.0191522669047117,0.0446272082626819,0.0237393341958522,0.0655251443386077,0.0290203113108873,0.2332945285215366,0.9213519096374512,42,additive-pref,0.4,lightgcn,amazon_books_2018_custom
0.0303357150405645,0.0190703272819519,0.044357556849718,0.0235623717308044,0.0661992728710174,0.0290652532130479,0.2397361272797827,0.9209823608398438,42,attention,0.0,lightgcn,amazon_books_2018_custom
0.0302008893340826,0.0190788730978965,0.0447620339691638,0.0237478017807006,0.0655251443386077,0.0289857666939497,0.2396585176561893,0.9208122491836548,42,attention,0.05,lightgcn,amazon_books_2018_custom
0.0303357150405645,0.0191462840884923,0.0447620339691638,0.0237813796848058,0.0659296214580535,0.0291126426309347,0.2386495925494761,0.9206693172454834,42,attention,0.1,lightgcn,amazon_books_2018_custom
0.0306053664535284,0.0193089805543422,0.0446272082626819,0.0237767435610294,0.0655251443386077,0.029043735936284,0.2369421808304229,0.9204086661338806,42,attention,0.2,lightgcn,amazon_books_2018_custom
0.0299312397837638,0.0189031455665826,0.0438182540237903,0.0233183708041906,0.06498584151268,0.0286660995334386,0.2337601862630966,0.9201200604438782,42,attention,0.4,lightgcn,amazon_books_2018_custom
0.0303357150405645,0.0190703272819519,0.044357556849718,0.0235623717308044,0.0661992728710174,0.0290652532130479,0.2397361272797827,0.9209823608398438,42,heuristic-pop,0.0,lightgcn,amazon_books_2018_custom
0.0303357150405645,0.0191067457199096,0.0448968596756458,0.0237666312605142,0.0657947957515716,0.0290394406765699,0.2387272021730694,0.9210886359214784,42,heuristic-pop,0.05,lightgcn,amazon_books_2018_custom
0.0308750160038471,0.0194015558809041,0.0454361587762832,0.0240610968321561,0.0657947957515716,0.0291803888976573,0.2375630578191696,0.9211862683296204,42,heuristic-pop,0.1,lightgcn,amazon_books_2018_custom
0.0312794931232929,0.0199418980628252,0.0448968596756458,0.0243236627429723,0.0667385756969451,0.0298154428601264,0.2343034536282499,0.9213420152664183,42,heuristic-pop,0.2,lightgcn,amazon_books_2018_custom
0.0315491445362567,0.0200964603573083,0.044357556849718,0.0242078341543674,0.0663340985774993,0.029772350564599,0.2320527745440434,0.9215912818908693,42,heuristic-pop,0.4,lightgcn,amazon_books_2018_custom
0.0303357150405645,0.0190703272819519,0.044357556849718,0.0235623717308044,0.0661992728710174,0.0290652532130479,0.2397361272797827,0.9209823608398438,42,valid-sim,0.0,lightgcn,amazon_books_2018_custom
0.0314143188297748,0.0197889357805252,0.0457058101892471,0.024366034194827,0.067008227109909,0.029719216749072,0.2381063251843228,0.9211252927780152,42,valid-sim,0.05,lightgcn,amazon_books_2018_custom
