metric,method,method_label,mean,ci95_low,ci95_high,n_seeds
AIA permutation null,shapley_mc,Monte Carlo Shapley,3.8203055603281724e-05,-0.0005603617127093719,0.0006367678239159354,5
AIA permutation null,loo_oracle,LOO oracle,-0.00028835451382739746,-0.0012217856055081442,0.0006450765778533492,5
AIA permutation null,lime,LIME,-0.00013545562885170583,-0.0009869769356980378,0.000716065677994626,5
