metric,method,method_label,mean,ci95_low,ci95_high,n_seeds
Joint regret B=2,shapley_mc,Monte Carlo Shapley,0.00029411510712789907,0.00013967375060110952,0.0004485564636546886,5
Joint regret B=2,loo_oracle,LOO oracle,0.0007230150812891712,0.0005627022589131576,0.0008833279036651847,5
Joint regret B=2,lime,LIME,0.0008657333824041612,0.0007541401213177203,0.000977326643490602,5
