metric,method,method_label,mean,ci95_low,ci95_high,n_seeds
AIA,shapley_mc,Monte Carlo Shapley,0.502561097004131,0.48191637978341856,0.5232058142248434,5
AIA,loo_oracle,LOO oracle,0.9290032942289909,0.9197895978635793,0.9382169905944024,5
AIA,lime,LIME,0.799214661293299,0.781887435608013,0.816541886978585,5
