seed,family,fraction,DeletionDelta_HitRate@20,DeletionDelta_NDCG@20,Insertion_HitRate@20,Insertion_NDCG@20
46,loo-marginal,0.05,0.006151288282126188,0.003770633600652218,0.06832917779684067,0.02369692176580429
46,loo-marginal,0.1,0.01030756440013647,0.006015631835907698,0.06949293613433838,0.024527400732040405
46,loo-marginal,0.2,0.016458852216601372,0.009409366175532341,0.072651706635952,0.026172004640102386
46,loo-marginal,0.3,0.022610140964388847,0.012266688980162144,0.07797173410654068,0.028401020914316177
46,uniform,0.05,0.004322526976466179,0.0026971250772476196,0.06799667328596115,0.023319782689213753
46,uniform,0.1,0.008478802628815174,0.004990961402654648,0.06932668387889862,0.023873142898082733
46,uniform,0.2,0.015627598389983177,0.008434871211647987,0.07331670820713043,0.02541082538664341
46,uniform,0.3,0.021945137530565262,0.011133413761854172,0.077472984790802,0.027042018249630928
46,random,0.05,0.004655029159039259,0.003102662041783333,0.06866168230772018,0.023655883967876434
46,random,0.1,0.009310058318078518,0.005225779488682747,0.06999168545007706,0.02420632541179657
46,random,0.2,0.01529509574174881,0.008142759092152119,0.07198669761419296,0.025101086124777794
46,random,0.3,0.02061512880027294,0.010854323394596577,0.0754779726266861,0.02672228217124939
