seed,family,fraction,DeletionDelta_HitRate@20,DeletionDelta_NDCG@20,Insertion_HitRate@20,Insertion_NDCG@20
42,loo-marginal,0.05,0.0001348254008917138,0.00023230344231706113,0.020897937938570976,0.007717304863035679
42,loo-marginal,0.1,0.0001348254008917138,0.00023599612177349627,0.020897937938570976,0.007719481363892555
42,loo-marginal,0.2,0.0001348254008917138,0.00029814394656568766,0.020897937938570976,0.007778429426252842
42,loo-marginal,0.3,0.0001348254008917138,0.0004116221971344203,0.020763112232089043,0.007875286042690277
42,uniform,0.05,0.0004044762172270566,0.0003278667281847447,0.021167587488889694,0.00785684771835804
42,uniform,0.1,0.0004044762172270566,0.00034888446680270135,0.021167587488889694,0.007878182455897331
42,uniform,0.2,0.0004044762172270566,0.00037476595025509596,0.021302413195371628,0.00793040357530117
42,uniform,0.3,0.0004044762172270566,0.0004953371244482696,0.021572064608335495,0.008018339052796364
42,random,0.05,-0.0001348254008917138,0.0001047537662088871,0.020897937938570976,0.0077355774119496346
42,random,0.1,-0.0001348254008917138,0.0001192754934891127,0.020897937938570976,0.0077461181208491325
42,random,0.2,0.0001348254008917138,0.00023395029711537063,0.020897937938570976,0.007774287834763527
42,random,0.3,0.0001348254008917138,0.00032460555667057633,0.020897937938570976,0.007793476805090904
