planner,selection_seed,evaluation_seed,selected_mask,selected_interventions,feasible,robust_lower_improvement,robust_upper_improvement,cost,relevance_delta_lower,provider_disparity_upper,fatigue_upper
scenario_only_per_seed,46,206,5,repeat_cap;tail_slot,True,0.19264419396044674,0.20429651446440883,0.13,-0.034984244877490966,0.20001683501683498,0.0
scenario_only_per_seed,46,207,5,repeat_cap;tail_slot,True,0.19137648233159799,0.20325533293136666,0.13,-0.038400104878836494,0.19206228956228943,0.0
scenario_only_per_seed,46,208,5,repeat_cap;tail_slot,False,0.18497891161829505,0.2040282416455173,0.13,-0.03497300302829931,0.21919191919191916,0.0
scenario_only_per_seed,46,209,5,repeat_cap;tail_slot,True,0.19310498384883884,0.20215424161921547,0.13,-0.0339095961904855,0.19194444444444447,0.0
scenario_only_per_seed,46,210,5,repeat_cap;tail_slot,True,0.18652982532333617,0.2015126080117129,0.13,-0.02992116478134854,0.16320707070707074,0.0
scenario_only_per_seed,46,211,5,repeat_cap;tail_slot,True,0.18961317770562158,0.20289478505976066,0.13,-0.030175772204624418,0.19800505050505057,0.0
scenario_only_per_seed,46,212,5,repeat_cap;tail_slot,False,0.18761573701125073,0.20405033259419658,0.13,-0.03251527064377713,0.2463299663299663,0.0
scenario_only_per_seed,46,213,5,repeat_cap;tail_slot,True,0.19134954920202296,0.20619726230450086,0.13,-0.03972190093987382,0.21306397306397296,0.0
scenario_only_per_seed,46,214,5,repeat_cap;tail_slot,True,0.1879760078658851,0.20141160756302168,0.13,-0.035665583109064425,0.1684511784511784,0.0
scenario_only_per_seed,46,215,5,repeat_cap;tail_slot,False,0.19004489589498602,0.20063003022275083,0.13,-0.042268816943436316,0.2352693602693603,0.0
scenario_only_per_seed,46,216,5,repeat_cap;tail_slot,True,0.1903780889900052,0.20493081250643574,0.13,-0.041453598922888024,0.19132996632996635,0.0
scenario_only_per_seed,46,217,5,repeat_cap;tail_slot,False,0.19193342748236147,0.20385151713195737,0.13,-0.03502006915923728,0.2422727272727272,0.0
scenario_only_per_seed,46,218,5,repeat_cap;tail_slot,False,0.19278482220652848,0.20333948354327247,0.13,-0.03117076964997778,0.24938552188552188,0.0
scenario_only_per_seed,46,219,5,repeat_cap;tail_slot,True,0.18838610269296496,0.20743656949426892,0.13,-0.031832770456861836,0.19255050505050497,0.0
seed_scenario_minimax,42,200,33,repeat_cap;provider_balance,True,0.14702882623774782,0.16303475811563473,0.16999999999999998,-0.032426505730393296,0.12136363636363634,0.0
seed_scenario_minimax,42,201,33,repeat_cap;provider_balance,True,0.14245751409773383,0.16463785935795633,0.16999999999999998,-0.04209229993871344,0.10771885521885527,0.0
seed_scenario_minimax,42,202,33,repeat_cap;provider_balance,True,0.14476613402908323,0.16458462075515778,0.16999999999999998,-0.04545017143344132,0.12139730639730639,0.0
seed_scenario_minimax,42,203,33,repeat_cap;provider_balance,True,0.14543754244788132,0.16528845573385847,0.16999999999999998,-0.03361463560989375,0.10854377104377111,0.0
seed_scenario_minimax,42,204,33,repeat_cap;provider_balance,True,0.14279082166880785,0.1638451504258186,0.16999999999999998,-0.031577280733523394,0.11557239057239044,0.0
seed_scenario_minimax,42,205,33,repeat_cap;provider_balance,True,0.14173795765679748,0.16102865699880542,0.16999999999999998,-0.0489315259034897,0.1325168350168351,0.0
seed_scenario_minimax,42,206,33,repeat_cap;provider_balance,True,0.14803800812838053,0.16325389146674146,0.16999999999999998,-0.04008435072470773,0.10574074074074069,0.0
seed_scenario_minimax,42,207,33,repeat_cap;provider_balance,True,0.14619522705984733,0.16220161208468575,0.16999999999999998,-0.0423725842409054,0.11392255892255898,0.0
seed_scenario_minimax,42,208,33,repeat_cap;provider_balance,True,0.14139579095345822,0.16260709103180454,0.16999999999999998,-0.04258742381803993,0.10693602693602688,0.0
seed_scenario_minimax,42,209,33,repeat_cap;provider_balance,True,0.1480810433750061,0.1605417905742682,0.16999999999999998,-0.03952067701010109,0.09283670033670033,0.0
seed_scenario_minimax,42,210,33,repeat_cap;provider_balance,True,0.1419512731315219,0.16134083133388388,0.16999999999999998,-0.03372664250396551,0.0883585858585858,0.0
seed_scenario_minimax,42,211,33,repeat_cap;provider_balance,True,0.14490014504173032,0.16157860879783403,0.16999999999999998,-0.0347101215080422,0.1138131313131312,0.0
seed_scenario_minimax,42,212,33,repeat_cap;provider_balance,True,0.1445667585937343,0.1634348392256747,0.16999999999999998,-0.035000878994012496,0.116077441077441,0.0
seed_scenario_minimax,42,213,33,repeat_cap;provider_balance,True,0.14762670091776142,0.16377886624725824,0.16999999999999998,-0.043855642639593406,0.14597643097643087,0.0
seed_scenario_minimax,42,214,33,repeat_cap;provider_balance,True,0.14316958201865726,0.1600647862024832,0.16999999999999998,-0.041725054903046566,0.10505050505050506,0.0
seed_scenario_minimax,42,215,33,repeat_cap;provider_balance,True,0.14557971806337539,0.15812655508891182,0.16999999999999998,-0.043549638375181554,0.14042929292929296,0.0
seed_scenario_minimax,42,216,33,repeat_cap;provider_balance,True,0.14453782341012245,0.1630761809911213,0.16999999999999998,-0.04611142696046666,0.11123737373737375,0.0
seed_scenario_minimax,42,217,33,repeat_cap;provider_balance,True,0.14585834882368925,0.16268594424645355,0.16999999999999998,-0.03750731748564995,0.10761784511784511,0.0
seed_scenario_minimax,42,218,33,repeat_cap;provider_balance,True,0.14568081281349554,0.1611752024895553,0.16999999999999998,-0.037042600043674434,0.130993265993266,0.0
seed_scenario_minimax,42,219,33,repeat_cap;provider_balance,True,0.14192029074271784,0.1655550860307602,0.16999999999999998,-0.038360027744352765,0.09700336700336698,0.0
seed_scenario_chance,42,200,5,repeat_cap;tail_slot,True,0.1921203101140765,0.20521734817483406,0.13,-0.028898147610328828,0.19554713804713808,0.0
seed_scenario_chance,42,201,5,repeat_cap;tail_slot,False,0.18604617531402162,0.20603640304419385,0.13,-0.04266480496608838,0.21351010101010104,0.0
seed_scenario_chance,42,202,5,repeat_cap;tail_slot,False,0.1893461521367631,0.20558804933543418,0.13,-0.038439412433795894,0.21717171717171713,0.0
seed_scenario_chance,42,203,5,repeat_cap;tail_slot,True,0.18936718643602435,0.20603524818232016,0.13,-0.033812051048295655,0.19268518518518518,0.0
seed_scenario_chance,42,204,5,repeat_cap;tail_slot,False,0.1886226229819692,0.2055566540610163,0.13,-0.02644376900475298,0.22792929292929287,0.0
seed_scenario_chance,42,205,5,repeat_cap;tail_slot,False,0.18799643226656498,0.20274643922732138,0.13,-0.040410912026314416,0.2647979797979798,0.0
seed_scenario_chance,42,206,5,repeat_cap;tail_slot,True,0.19264419396044674,0.20429651446440883,0.13,-0.034984244877490966,0.20001683501683498,0.0
seed_scenario_chance,42,207,5,repeat_cap;tail_slot,True,0.19137648233159799,0.20325533293136666,0.13,-0.038400104878836494,0.19206228956228943,0.0
seed_scenario_chance,42,208,5,repeat_cap;tail_slot,False,0.18497891161829505,0.2040282416455173,0.13,-0.03497300302829931,0.21919191919191916,0.0
seed_scenario_chance,42,209,5,repeat_cap;tail_slot,True,0.19310498384883884,0.20215424161921547,0.13,-0.0339095961904855,0.19194444444444447,0.0
seed_scenario_chance,42,210,5,repeat_cap;tail_slot,True,0.18652982532333617,0.2015126080117129,0.13,-0.02992116478134854,0.16320707070707074,0.0
seed_scenario_chance,42,211,5,repeat_cap;tail_slot,True,0.18961317770562158,0.20289478505976066,0.13,-0.030175772204624418,0.19800505050505057,0.0
seed_scenario_chance,42,212,5,repeat_cap;tail_slot,False,0.18761573701125073,0.20405033259419658,0.13,-0.03251527064377713,0.2463299663299663,0.0
seed_scenario_chance,42,213,5,repeat_cap;tail_slot,True,0.19134954920202296,0.20619726230450086,0.13,-0.03972190093987382,0.21306397306397296,0.0
seed_scenario_chance,42,214,5,repeat_cap;tail_slot,True,0.1879760078658851,0.20141160756302168,0.13,-0.035665583109064425,0.1684511784511784,0.0
seed_scenario_chance,42,215,5,repeat_cap;tail_slot,False,0.19004489589498602,0.20063003022275083,0.13,-0.042268816943436316,0.2352693602693603,0.0
seed_scenario_chance,42,216,5,repeat_cap;tail_slot,True,0.1903780889900052,0.20493081250643574,0.13,-0.041453598922888024,0.19132996632996635,0.0
seed_scenario_chance,42,217,5,repeat_cap;tail_slot,False,0.19193342748236147,0.20385151713195737,0.13,-0.03502006915923728,0.2422727272727272,0.0
seed_scenario_chance,42,218,5,repeat_cap;tail_slot,False,0.19278482220652848,0.20333948354327247,0.13,-0.03117076964997778,0.24938552188552188,0.0
seed_scenario_chance,42,219,5,repeat_cap;tail_slot,True,0.18838610269296496,0.20743656949426892,0.13,-0.031832770456861836,0.19255050505050497,0.0
