mask_a,mask_b,crn_variance,independent_variance,crn_mean,independent_mean,n,variance_ratio
0,1,2.682940299927076e-06,2.679663438810418e-06,0.30267649217637904,0.3026761927238896,20,1.0012228629421136
1,5,4.677396848861745e-08,4.671722540287528e-08,-0.07632298899055395,-0.07632451542209853,20,1.0012146073584813
