metric,method,method_label,mean,ci95_low,ci95_high,n_seeds
AIA,shapley_mc,Monte Carlo Shapley,0.7491525201114675,0.7440192356407798,0.7542858045821552,5
AIA,loo_oracle,LOO oracle,0.9868658445888476,0.9832533088501241,0.9904783803275712,5
AIA,lime,LIME,0.9188172173956074,0.906362496291312,0.9312719384999028,5
