metric,method,method_label,mean,ci95_low,ci95_high,n_seeds
Joint regret B=2,shapley_mc,Monte Carlo Shapley,0.0002604089824415107,0.0001633008971379118,0.00035751706774510956,5
Joint regret B=2,loo_oracle,LOO oracle,0.000594452705648864,0.000521114153607368,0.00066779125769036,5
Joint regret B=2,lime,LIME,0.0007474517815852638,0.0006554714558383439,0.0008394321073321838,5
