HitRate@5,NDCG@5,HitRate@10,NDCG@10,HitRate@20,NDCG@20,Coverage@20,ILD@20,seed,family,lambda_attr,backbone,dataset
0.039567746222019196,0.024478614330291748,0.06733167171478271,0.033313650637865067,0.11255194991827011,0.044625647366046906,0.6342324983943481,0.7308040261268616,44,uniform,0.0,lightgcn,ml1m
0.039567746222019196,0.024478614330291748,0.06733167171478271,0.033313650637865067,0.11255194991827011,0.044625647366046906,0.6342324983943481,0.7308040261268616,44,additive-pref,0.0,lightgcn,ml1m
0.039567746222019196,0.024478614330291748,0.06733167171478271,0.033313650637865067,0.11255194991827011,0.044625647366046906,0.6342324983943481,0.7308040261268616,44,shapley-mc,0.0,lightgcn,ml1m
0.037905238568782806,0.0240803025662899,0.06749792397022247,0.03351832553744316,0.11504571884870529,0.04539850354194641,0.6233140655105973,0.7261690497398376,44,uniform,0.05,lightgcn,ml1m
0.03773898631334305,0.0240803025662899,0.06733167171478271,0.033533453941345215,0.11504571884870529,0.0454738512635231,0.6207450224791266,0.7252984642982483,44,additive-pref,0.05,lightgcn,ml1m
0.04039900377392769,0.025109726935625076,0.06999168545007706,0.034587662667036057,0.11970074474811554,0.04698178917169571,0.6339113680154143,0.729499876499176,44,shapley-mc,0.05,lightgcn,ml1m
0.038071487098932266,0.024263396859169006,0.06766417622566223,0.03368803858757019,0.11604322493076324,0.045795995742082596,0.6146435452793835,0.7219791412353516,44,uniform,0.1,lightgcn,ml1m
0.038237739354372025,0.02437676675617695,0.06749792397022247,0.033694393932819366,0.11687447875738144,0.04607488587498665,0.6130378933847141,0.7203624844551086,44,additive-pref,0.1,lightgcn,ml1m
0.0415627583861351,0.026229053735733032,0.07231920212507248,0.03605565056204796,0.12502078711986542,0.0492752343416214,0.636480411046885,0.72806316614151,44,shapley-mc,0.1,lightgcn,ml1m
0.03773898631334305,0.02435135841369629,0.06733167171478271,0.033828236162662506,0.1190357431769371,0.0468023344874382,0.6046885035324342,0.714384913444519,44,uniform,0.2,lightgcn,ml1m
0.03757273405790329,0.02418845146894455,0.06882792711257935,0.034219853579998016,0.12069825083017349,0.04720593988895416,0.5947334617854849,0.7112229466438293,44,additive-pref,0.2,lightgcn,ml1m
0.044056523591279984,0.027618156746029854,0.07896924018859863,0.03890685737133026,0.1359933465719223,0.05320147052407265,0.6441875401412974,0.7253484129905701,44,shapley-mc,0.2,lightgcn,ml1m
0.04006649926304817,0.025571543723344803,0.0689941793680191,0.03479825332760811,0.12202826142311096,0.048153989017009735,0.5783558124598587,0.7022005319595337,44,uniform,0.4,lightgcn,ml1m
0.039401497691869736,0.025327688083052635,0.07049044221639633,0.035306818783283234,0.12568578124046326,0.04915585741400719,0.5667951188182402,0.6965057849884033,44,additive-pref,0.4,lightgcn,ml1m
0.04954281076788902,0.03064650483429432,0.08977556228637695,0.043478138744831085,0.15428096055984497,0.059645991772413254,0.6483622350674374,0.7195960283279419,44,shapley-mc,0.4,lightgcn,ml1m
