dataset,model,evaluation_mode,utility,analysis_role,condition,method,method_label,metric,mean,ci95_low,ci95_high,n_users,n_seeds,missing_users,condition_order,condition_label,component
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,nmax100,random,Random control,actionability_gap,0.0004771834268886442,-0.003398332264151273,0.004896900017215099,250,5,0,7,MovieLens n_max=100,Gap (bounded - deletion)
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,nmax100,shapley_mc,Monte Carlo Shapley,aia,0.8081646631375822,0.7876805094110907,0.8266470445339894,250,5,0,7,MovieLens n_max=100,Bounded AIA
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,nmax100,shapley_mc,Monte Carlo Shapley,faithfulness_alignment,0.8017666895997358,0.7762256509203521,0.8231456674099332,250,5,0,7,MovieLens n_max=100,Deletion AIA
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,nmax100,shapley_mc,Monte Carlo Shapley,actionability_gap,0.006397973537846324,0.0005519392519264905,0.013197323579824368,250,5,0,7,MovieLens n_max=100,Gap (bounded - deletion)
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,nmax50,greedy_cf,Greedy sequential deletion,aia,0.3635502914391745,0.33368587121797,0.3914971934106849,250,5,0,6,MovieLens n_max=50,Bounded AIA
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,nmax50,greedy_cf,Greedy sequential deletion,faithfulness_alignment,0.36936473111101,0.3402804045042118,0.3976240131309836,250,5,0,6,MovieLens n_max=50,Deletion AIA
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,nmax50,greedy_cf,Greedy sequential deletion,actionability_gap,-0.005814439671835481,-0.01177534055901277,-0.0008034319123829553,250,5,0,6,MovieLens n_max=50,Gap (bounded - deletion)
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,nmax50,lime,LIME,aia,0.9343722223368078,0.926583728314506,0.9412580495639066,250,5,0,6,MovieLens n_max=50,Bounded AIA
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,nmax50,lime,LIME,faithfulness_alignment,0.9448295135844125,0.9397167524986585,0.9496548580296008,250,5,0,6,MovieLens n_max=50,Deletion AIA
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,nmax50,lime,LIME,actionability_gap,-0.010457291247604639,-0.016423295515188063,-0.00555070711728036,250,5,0,6,MovieLens n_max=50,Gap (bounded - deletion)
