dataset,model,evaluation_mode,utility,analysis_role,condition,method,method_label,metric,mean,ci95_low,ci95_high,n_users,n_seeds,missing_users,condition_order,condition_label,component
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,nmax50,loo,Leave-one-out,aia,0.9866601668760252,0.9807363472959831,0.9912212590077301,250,5,0,6,MovieLens n_max=50,Bounded AIA
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,nmax50,loo,Leave-one-out,faithfulness_alignment,1.0,1.0,1.0,250,5,0,6,MovieLens n_max=50,Deletion AIA
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,nmax50,loo,Leave-one-out,actionability_gap,-0.013339833123974798,-0.019353413058081585,-0.00877311201528565,250,5,0,6,MovieLens n_max=50,Gap (bounded - deletion)
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,nmax50,random,Random control,aia,0.0013207542894307434,-0.00875520160525575,0.011293582931257864,250,5,0,6,MovieLens n_max=50,Bounded AIA
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,nmax50,random,Random control,faithfulness_alignment,0.0010144411666116353,-0.010752996681359421,0.012089459098922454,250,5,0,6,MovieLens n_max=50,Deletion AIA
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,nmax50,random,Random control,actionability_gap,0.0003063131228191081,-0.0035565215841221777,0.004791276156895008,250,5,0,6,MovieLens n_max=50,Gap (bounded - deletion)
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,nmax50,shapley_mc,Monte Carlo Shapley,aia,0.8079062838156367,0.7858201652901295,0.826760823897006,250,5,0,6,MovieLens n_max=50,Bounded AIA
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,nmax50,shapley_mc,Monte Carlo Shapley,faithfulness_alignment,0.7996795777527993,0.7738765809330451,0.8218576854141424,250,5,0,6,MovieLens n_max=50,Deletion AIA
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,nmax50,shapley_mc,Monte Carlo Shapley,actionability_gap,0.008226706062837374,0.002221257935067989,0.015049770083647817,250,5,0,6,MovieLens n_max=50,Gap (bounded - deletion)
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,rho025,greedy_cf,Greedy sequential deletion,aia,0.37659157199430415,0.34644520010045443,0.40647476691526346,250,5,0,8,MovieLens rho=0.25,Bounded AIA
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,rho025,greedy_cf,Greedy sequential deletion,faithfulness_alignment,0.37797964313034527,0.34775775778576995,0.40806843594300346,250,5,0,8,MovieLens rho=0.25,Deletion AIA
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,rho025,greedy_cf,Greedy sequential deletion,actionability_gap,-0.0013880711360411135,-0.004361557568611113,0.0014584204951709385,250,5,0,8,MovieLens rho=0.25,Gap (bounded - deletion)
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,rho025,lime,LIME,aia,0.9498280099942494,0.9445976249343612,0.9546330031988942,250,5,0,8,MovieLens rho=0.25,Bounded AIA
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,rho025,lime,LIME,faithfulness_alignment,0.9551124777071788,0.9506395856772197,0.9592891072097286,250,5,0,8,MovieLens rho=0.25,Deletion AIA
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,rho025,lime,LIME,actionability_gap,-0.005284467712929342,-0.007808681415578198,-0.0030443754856562667,250,5,0,8,MovieLens rho=0.25,Gap (bounded - deletion)
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,rho025,loo,Leave-one-out,aia,0.9922215410037751,0.9900894230954252,0.9939267965677684,250,5,0,8,MovieLens rho=0.25,Bounded AIA
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,rho025,loo,Leave-one-out,faithfulness_alignment,1.0,1.0,1.0,250,5,0,8,MovieLens rho=0.25,Deletion AIA
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,rho025,loo,Leave-one-out,actionability_gap,-0.0077784589962248685,-0.00988271406787372,-0.006065538332378037,250,5,0,8,MovieLens rho=0.25,Gap (bounded - deletion)
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,rho025,random,Random control,aia,-0.005017601616481827,-0.01906351211193096,0.008843870863547185,250,5,0,8,MovieLens rho=0.25,Bounded AIA
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,rho025,random,Random control,faithfulness_alignment,-0.003811189165067023,-0.018411458125757726,0.01043154076649742,250,5,0,8,MovieLens rho=0.25,Deletion AIA
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,rho025,random,Random control,actionability_gap,-0.0012064124514148044,-0.003372652611631226,0.0007016680149035214,250,5,0,8,MovieLens rho=0.25,Gap (bounded - deletion)
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,rho025,shapley_mc,Monte Carlo Shapley,aia,0.7664202640186426,0.7384498398202515,0.7907520188507979,250,5,0,8,MovieLens rho=0.25,Bounded AIA
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,rho025,shapley_mc,Monte Carlo Shapley,faithfulness_alignment,0.7595773633091032,0.7314328842186822,0.7842389129225099,250,5,0,8,MovieLens rho=0.25,Deletion AIA
MovieLens-1M,itemknn,sampled_unseen_negatives_with_target,target_margin,sensitivity,rho025,shapley_mc,Monte Carlo Shapley,actionability_gap,0.006842900709539412,0.003998346078024316,0.009805238432185398,250,5,0,8,MovieLens rho=0.25,Gap (bounded - deletion)
