seed,family,fraction,DeletionDelta_HitRate@20,DeletionDelta_NDCG@20,Insertion_HitRate@20,Insertion_NDCG@20
46,loo-marginal,0.05,0.0001348254008917138,0.0015088677173480392,0.06094108149409294,0.02468748204410076
46,loo-marginal,0.1,0.0001348254008917138,0.0016978110652416945,0.061075907200574875,0.02483121119439602
46,loo-marginal,0.2,0.0005393016035668552,0.0023396173492074013,0.06121073290705681,0.02535824291408062
46,loo-marginal,0.3,0.0009437777916900814,0.0032134661450982094,0.06094108149409294,0.026005173102021217
46,uniform,0.05,0.0001348254008917138,0.0013702840078622103,0.06121073290705681,0.0245420653373003
46,uniform,0.1,0.0004044762172270566,0.0014877564972266555,0.06121073290705681,0.02456514909863472
46,uniform,0.2,0.0006741270190104842,0.0017338747857138515,0.061075907200574875,0.024735918268561363
46,uniform,0.3,0.0013482540380209684,0.002416359493508935,0.06188485771417618,0.025263939052820206
46,random,0.05,-0.0008089524344541132,0.0006646820111200213,0.05986247956752777,0.024032240733504295
46,random,0.1,-0.0006741270190104842,0.0007833232521079481,0.06013212725520134,0.024166356772184372
46,random,0.2,0.0006741270190104842,0.0015784212155267596,0.06121073290705681,0.024668153375387192
46,random,0.3,0.0006741270190104842,0.002124553080648184,0.061075907200574875,0.024987168610095978
