HitRate@5,NDCG@5,HitRate@10,NDCG@10,HitRate@20,NDCG@20,Coverage@20,ILD@20,seed,family,lambda_attr,backbone,dataset
0.03757273405790329,0.023806415498256683,0.06500415503978729,0.032614752650260925,0.11487946659326553,0.04512611776590347,0.6290944123314065,0.7307465672492981,44,uniform,0.0,lightgcn,ml1m
0.038071487098932266,0.02416050247848034,0.06683291494846344,0.033316221088171005,0.11554447561502457,0.04550717771053314,0.6217084136159281,0.7261980175971985,44,uniform,0.05,lightgcn,ml1m
0.03857024013996124,0.024547262117266655,0.06650041788816452,0.033409398049116135,0.11654198169708252,0.04595616087317467,0.6143224149004496,0.7218586206436157,44,uniform,0.1,lightgcn,ml1m
0.038237739354372025,0.024458402767777443,0.06600166112184525,0.03333383426070213,0.12086450308561325,0.04709307849407196,0.6024405908798972,0.7142836451530457,44,uniform,0.2,lightgcn,ml1m
0.038736492395401,0.024729842320084572,0.06816292554140091,0.03412286192178726,0.12369077652692795,0.04807323217391968,0.577713551701991,0.7021375894546509,44,uniform,0.4,lightgcn,ml1m
0.03757273405790329,0.023806415498256683,0.06500415503978729,0.032614752650260925,0.11487946659326553,0.04512611776590347,0.6290944123314065,0.7307465672492981,44,additive-pref,0.0,lightgcn,ml1m
0.037905238568782806,0.024222848936915398,0.06650041788816452,0.03333820402622223,0.11554447561502457,0.04562341421842575,0.6213872832369942,0.7253042459487915,44,additive-pref,0.05,lightgcn,ml1m
0.038736492395401,0.024698253720998764,0.06666667014360428,0.03358625993132591,0.11654198169708252,0.04609296843409538,0.6127167630057804,0.720275342464447,44,additive-pref,0.1,lightgcn,ml1m
0.038237739354372025,0.024536604061722755,0.06716541945934296,0.03377726674079895,0.12252701818943024,0.04761938005685806,0.5950545921644188,0.711201012134552,44,additive-pref,0.2,lightgcn,ml1m
0.038736492395401,0.02500424161553383,0.07148794829845428,0.03540458530187607,0.12518703937530518,0.048834577202796936,0.5622992935131663,0.6966118216514587,44,additive-pref,0.4,lightgcn,ml1m
0.03757273405790329,0.023806415498256683,0.06500415503978729,0.032614752650260925,0.11487946659326553,0.04512611776590347,0.6290944123314065,0.7307465672492981,44,attention,0.0,lightgcn,ml1m
0.03840399160981178,0.024306366220116615,0.06716541945934296,0.033444199711084366,0.11654198169708252,0.0457962267100811,0.619781631342325,0.723788857460022,44,attention,0.05,lightgcn,ml1m
