seed,family,fraction,DeletionDelta_HitRate@20,DeletionDelta_NDCG@20,Insertion_HitRate@20,Insertion_NDCG@20
43,loo-marginal,0.05,0.005153782200068235,0.0030360822565853596,0.061845388263463974,0.021104495972394943
43,loo-marginal,0.1,0.009808811359107494,0.005563272163271904,0.06350789964199066,0.02196711301803589
43,loo-marginal,0.2,0.01662510447204113,0.009098648093640804,0.06666667014360428,0.023465054109692574
43,loo-marginal,0.3,0.021778885275125504,0.01124273706227541,0.0698254331946373,0.024943554773926735
43,uniform,0.05,0.0034912717528641224,0.002489844337105751,0.062011636793613434,0.02110026776790619
43,uniform,0.1,0.009143806993961334,0.005197951104491949,0.06317539513111115,0.02160896733403206
43,uniform,0.2,0.016292601823806763,0.008611506782472134,0.06633416563272476,0.02300352416932583
43,uniform,0.3,0.020282626152038574,0.010601588524878025,0.0689941793680191,0.024173004552721977
43,random,0.05,0.0038237739354372025,0.0027041402645409107,0.06217788904905319,0.021091746166348457
43,random,0.1,0.007647547870874405,0.004787245765328407,0.06400664895772934,0.02183971367776394
43,random,0.2,0.01463009137660265,0.007710654754191637,0.066167913377285,0.022718021646142006
43,random,0.3,0.01945137232542038,0.010114705190062523,0.06816292554140091,0.02373509109020233
