HitRate@5,NDCG@5,HitRate@10,NDCG@10,HitRate@20,NDCG@20,Coverage@20,ILD@20,ValNDCG@20,ValHitRate@20,seed,family,lambda_attr,backbone,dataset
0.038237739354372025,0.024219295009970665,0.06533665955066681,0.03273477032780647,0.11221945285797119,0.044470809400081635,0.630057803468208,0.7304196953773499,0.05290794372558594,0.13449709117412567,45,uniform,0.0,lightgcn,ml1m
0.03773898631334305,0.024288235232234,0.06550291180610657,0.03308739513158798,0.11454696953296661,0.045348264276981354,0.6210661528580603,0.7258713841438293,0.05333828181028366,0.1368246078491211,45,uniform,0.05,lightgcn,ml1m
0.03857024013996124,0.024813683703541756,0.06683291494846344,0.033732958137989044,0.1170407310128212,0.046265654265880585,0.6114322414900449,0.7215004563331604,0.053985949605703354,0.138819620013237,45,uniform,0.1,lightgcn,ml1m
0.038237739354372025,0.024658840149641037,0.0669991672039032,0.033759988844394684,0.12053200602531433,0.04714951291680336,0.5976236351958896,0.7142137885093689,0.05521887168288231,0.14214463531970978,45,uniform,0.2,lightgcn,ml1m
0.03890274465084076,0.02508903667330742,0.06916043162345886,0.034669894725084305,0.12502078711986542,0.04861496388912201,0.5773924213230571,0.7019108533859253,0.056935690343379974,0.14480465650558472,45,uniform,0.4,lightgcn,ml1m
0.038237739354372025,0.024219295009970665,0.06533665955066681,0.03273477032780647,0.11221945285797119,0.044470809400081635,0.630057803468208,0.7304196953773499,0.05290794372558594,0.13449709117412567,45,additive-pref,0.0,lightgcn,ml1m
0.03840399160981178,0.02469421736896038,0.06533665955066681,0.033195942640304565,0.11471321433782578,0.0455535352230072,0.6210661528580603,0.7250568270683289,0.05353018641471863,0.13782210648059845,45,additive-pref,0.05,lightgcn,ml1m
0.03857024013996124,0.024786096066236496,0.0669991672039032,0.033765994012355804,0.11803823709487915,0.04649470001459122,0.6082209377007065,0.7199184894561768,0.05423157662153244,0.13981711864471436,45,additive-pref,0.1,lightgcn,ml1m
0.038071487098932266,0.024923475459218025,0.06583540886640549,0.03376574441790581,0.12136325985193253,0.047719117254018784,0.5928066795118818,0.7111381888389587,0.05562855675816536,0.1416458785533905,45,additive-pref,0.2,lightgcn,ml1m
0.039733998477458954,0.02563585713505745,0.06932668387889862,0.035086438059806824,0.1255195289850235,0.0491107702255249,0.565189466923571,0.6963308453559875,0.056713733822107315,0.14330840110778809,45,additive-pref,0.4,lightgcn,ml1m
0.038237739354372025,0.024219295009970665,0.06533665955066681,0.03273477032780647,0.11221945285797119,0.044470809400081635,0.630057803468208,0.7304196953773499,0.05290794372558594,0.13449709117412567,45,loo-marginal,0.0,lightgcn,ml1m
0.041064005345106125,0.026064777746796608,0.06882792711257935,0.0349101722240448,0.11886949092149734,0.04744624346494675,0.6393705844572897,0.7328131198883057,0.06449838727712631,0.1622610092163086,45,loo-marginal,0.05,lightgcn,ml1m
0.04189526289701462,0.026973068714141846,0.07331670820713043,0.03710026666522026,0.12585203349590302,0.05026618391275406,0.6441875401412974,0.7350463271141052,0.07785418629646301,0.1908561885356903,45,loo-marginal,0.1,lightgcn,ml1m
0.046716541051864624,0.029095124453306198,0.08196176588535309,0.04041284695267677,0.13649210333824158,0.054053544998168945,0.6522157996146436,0.7382262349128723,0.10832313448190689,0.25403159856796265,45,loo-marginal,0.2,lightgcn,ml1m
0.056192852556705475,0.03440944105386734,0.09143806993961334,0.04570071026682854,0.15511222183704376,0.06175873056054115,0.6576750160565189,0.7415240406990051,0.17002949118614197,0.3753948509693146,45,loo-marginal,0.4,lightgcn,ml1m
