metric,mean,std,min,max
recall_at_k,0.1452,0.0031144823004794786,0.14,0.148
ndcg_at_k,0.07423650084990338,0.0028091843538548362,0.07104889237335084,0.07844591938890151
delta_recall_at_k,0.09619999999999998,0.0031144823004794786,0.09100000000000001,0.09899999999999999
delta_ndcg_at_k,0.04871635795839928,0.0028091843538548362,0.045528749481846736,0.05292577649739741
