HitRate@5,NDCG@5,HitRate@10,NDCG@10,HitRate@20,NDCG@20,Coverage@20,ILD@20,seed,family,lambda_attr,backbone,dataset
0.03757273405790329,0.02402399107813835,0.06367414444684982,0.032378699630498886,0.11354945600032806,0.04492516443133354,0.6114322414900449,0.7257336974143982,42,uniform,0.0,lightgcn,ml1m
0.03757273405790329,0.02402399107813835,0.06367414444684982,0.032378699630498886,0.11354945600032806,0.04492516443133354,0.6114322414900449,0.7257336974143982,42,additive-pref,0.0,lightgcn,ml1m
0.03757273405790329,0.02402399107813835,0.06367414444684982,0.032378699630498886,0.11354945600032806,0.04492516443133354,0.6114322414900449,0.7257336974143982,42,shapley-mc,0.0,lightgcn,ml1m
0.03773898631334305,0.024311885237693787,0.0641729012131691,0.03275907784700394,0.11521197110414505,0.04559275507926941,0.6043673731535003,0.7212021946907043,42,uniform,0.05,lightgcn,ml1m
0.03757273405790329,0.024273669347167015,0.0641729012131691,0.03277416527271271,0.11554447561502457,0.045680299401283264,0.6024405908798972,0.7202842235565186,42,additive-pref,0.05,lightgcn,ml1m
0.03857024013996124,0.024751221761107445,0.06566916406154633,0.03343910723924637,0.1198669970035553,0.0470980666577816,0.6136801541425819,0.7244692444801331,42,shapley-mc,0.05,lightgcn,ml1m
0.03906899318099022,0.025208234786987305,0.06517040729522705,0.03348948433995247,0.11753948777914047,0.04661231115460396,0.5940912010276173,0.7169415950775146,42,uniform,0.1,lightgcn,ml1m
0.03990025073289871,0.02556220255792141,0.06517040729522705,0.03357027471065521,0.11753948777914047,0.04668853431940079,0.5928066795118818,0.7151005268096924,42,additive-pref,0.1,lightgcn,ml1m
0.041064005345106125,0.025785455480217934,0.0698254331946373,0.034928277134895325,0.12518703937530518,0.04884328320622444,0.6140012845215157,0.7230380177497864,42,shapley-mc,0.1,lightgcn,ml1m
0.03990025073289871,0.02541150338947773,0.06583540886640549,0.033695392310619354,0.11820448935031891,0.046839047223329544,0.5863840719332049,0.7092949748039246,42,uniform,0.2,lightgcn,ml1m
0.039733998477458954,0.025208620354533195,0.06650041788816452,0.033793747425079346,0.1198669970035553,0.04715612530708313,0.5796403339755941,0.7059553265571594,42,additive-pref,0.2,lightgcn,ml1m
0.043724022805690765,0.027493976056575775,0.07780548930168152,0.038441482931375504,0.13615959882736206,0.05302410200238228,0.615606936416185,0.7202706336975098,42,shapley-mc,0.2,lightgcn,ml1m
0.03906899318099022,0.024831902235746384,0.06766417622566223,0.03409930691123009,0.12219451367855072,0.04776923730969429,0.5658317276814386,0.6971312165260315,42,uniform,0.4,lightgcn,ml1m
0.039567746222019196,0.025124305859208107,0.07049044221639633,0.035072021186351776,0.12352452427148819,0.04833314195275307,0.552344251766217,0.6908750534057617,42,additive-pref,0.4,lightgcn,ml1m
0.050540316849946976,0.030681386590003967,0.08927680552005768,0.04307779297232628,0.15428096055984497,0.05932801961898804,0.6149646756583173,0.7146183252334595,42,shapley-mc,0.4,lightgcn,ml1m
