dataset,model,model_role,evaluation_mode,utility,analysis_role,condition,n_seeds,n_users,n_items,users_with_repeated_target,n_max,epochs,profile_samples_per_user,base_permutations,evaluated_orders,action_rho,budget,gate_passed_seeds,gate_changed_fraction,gate_mean_abs_ndcg,model_mrr,model_ndcg@10,model_recall@10,model_target_rank,n,popularity_mrr,popularity_ndcg@10,popularity_recall@10,popularity_target_rank
Amazon-Digital-Music,itemknn,primary,full_unseen_catalogue,target_margin,full_catalogue,full_catalogue,5,1000,8582,0,20,10,1,500,1000,0.5,2,5,0.7860000000000001,0.05584281998053471,0.03300858340527562,0.035942071266023785,0.05800000000000001,2997.396,1000.0,0.007179314363984694,0.007342463730176062,0.017,3746.1449999999995
