seed,family,fraction,DeletionDelta_HitRate@20,DeletionDelta_NDCG@20,Insertion_HitRate@20,Insertion_NDCG@20
43,loo-marginal,0.05,0.0,0.00023155953385867178,0.019819334149360657,0.00772775337100029
43,loo-marginal,0.1,0.0,0.00023155953385867178,0.019819334149360657,0.00772775337100029
43,loo-marginal,0.2,0.0001348254008917138,0.00028778790147043765,0.020088985562324524,0.007809405215084553
43,loo-marginal,0.3,0.0002696508017834276,0.00043214799370616674,0.020358635112643242,0.008004186674952507
43,uniform,0.05,0.0001348254008917138,3.855722752632573e-05,0.01995415985584259,0.007636542897671461
43,uniform,0.1,0.0001348254008917138,5.030046668252908e-05,0.01995415985584259,0.007648007478564978
43,uniform,0.2,0.0001348254008917138,6.067224603611976e-05,0.01995415985584259,0.00765252998098731
43,uniform,0.3,0.0002696508017834276,9.632285946281627e-05,0.02022380940616131,0.00774521054700017
43,random,0.05,0.0,0.00011592463124543428,0.019819334149360657,0.007666329853236675
43,random,0.1,0.0,0.00013494197628460824,0.019819334149360657,0.007683982141315937
43,random,0.2,-0.0001348254008917138,0.0001202697676490061,0.019819334149360657,0.0076945009641349316
43,random,0.3,-0.0002696508017834276,0.00012288610741961747,0.019819334149360657,0.007751690689474344
