seed,family,fraction,DeletionDelta_HitRate@20,DeletionDelta_NDCG@20,Insertion_HitRate@20,Insertion_NDCG@20
42,loo-marginal,0.05,0.005153782200068235,0.0033416342921555042,0.06783042103052139,0.023384293541312218
42,loo-marginal,0.1,0.009476309642195702,0.005720113404095173,0.06999168545007706,0.02432510256767273
42,loo-marginal,0.2,0.017290107905864716,0.009695653803646564,0.07315045595169067,0.026163965463638306
42,loo-marginal,0.3,0.023108894005417824,0.012276772409677505,0.07863674312829971,0.0282781720161438
42,uniform,0.05,0.0036575228441506624,0.0025506927631795406,0.06666667014360428,0.022919978946447372
42,uniform,0.1,0.008811305277049541,0.0050948746502399445,0.06799667328596115,0.02344762161374092
42,uniform,0.2,0.015627598389983177,0.008468125946819782,0.07198669761419296,0.024953683838248253
42,uniform,0.3,0.02211138792335987,0.011013767682015896,0.07780548930168152,0.026810739189386368
42,random,0.05,0.0038237739354372025,0.0027233099099248648,0.06749792397022247,0.02309013158082962
42,random,0.1,0.007980049587786198,0.00460125133395195,0.06882792711257935,0.02360837534070015
42,random,0.2,0.014297589659690857,0.007654760964214802,0.07248545438051224,0.02492980659008026
42,random,0.3,0.020282626152038574,0.010698012076318264,0.07697422802448273,0.02668464370071888
