HitRate@5,NDCG@5,HitRate@10,NDCG@10,HitRate@20,NDCG@20,Coverage@20,ILD@20,seed,family,backbone,dataset
0.03906899318099022,0.025208234786987305,0.06517040729522705,0.03348948433995247,0.11753948777914047,0.04661231115460396,0.5940912010276173,0.7169415950775146,42,uniform,lightgcn,ml1m
0.03990025073289871,0.02556220255792141,0.06517040729522705,0.03357027471065521,0.11753948777914047,0.04668853431940079,0.5928066795118818,0.7151005268096924,42,additive-pref,lightgcn,ml1m
0.041064005345106125,0.025785455480217934,0.0698254331946373,0.034928277134895325,0.12518703937530518,0.04884328320622444,0.6140012845215157,0.7230380177497864,42,shapley-mc,lightgcn,ml1m
0.03923524543642998,0.02510235458612442,0.06583540886640549,0.033598028123378754,0.11837074160575867,0.04673915356397629,0.5879897238278741,0.7115950584411621,42,attention,lightgcn,ml1m
0.03990025073289871,0.025605734437704086,0.06517040729522705,0.033599238842725754,0.11753948777914047,0.04671990126371384,0.5928066795118818,0.7155347466468811,42,heuristic-pop,lightgcn,ml1m
0.04206151142716408,0.027028096839785576,0.07315045595169067,0.03700390085577965,0.1275145411491394,0.05067173019051552,0.6201027617212588,0.7307073473930359,42,loo-marginal,lightgcn,ml1m
0.038237739354372025,0.024051550775766373,0.06716541945934296,0.03329133242368698,0.11720698326826096,0.04587449133396149,0.5985870263326911,0.7165842652320862,43,uniform,lightgcn,ml1m
0.03840399160981178,0.024257095530629158,0.06766417622566223,0.03357687219977379,0.11803823709487915,0.046258438378572464,0.5947334617854849,0.7147315740585327,43,additive-pref,lightgcn,ml1m
0.040897756814956665,0.025732968002557755,0.0746467188000679,0.03651093691587448,0.1246882826089859,0.0490536168217659,0.6117533718689788,0.7225936055183411,43,shapley-mc,lightgcn,ml1m
0.037905238568782806,0.024117449298501015,0.06783042103052139,0.033689796924591064,0.11770573258399963,0.04624368995428085,0.588310854206808,0.7111773490905762,43,attention,lightgcn,ml1m
0.038237739354372025,0.02417701669037342,0.06749792397022247,0.03352490812540054,0.11787198483943939,0.04620704427361488,0.5950545921644188,0.7151533365249634,43,heuristic-pop,lightgcn,ml1m
0.043724022805690765,0.027677759528160095,0.07614297419786453,0.03798873350024223,0.12385702133178711,0.05003873258829117,0.6178548490687219,0.7303044199943542,43,loo-marginal,lightgcn,ml1m
0.03757273405790329,0.02378208003938198,0.06882792711257935,0.03374118357896805,0.1170407310128212,0.04587143659591675,0.6001926782273603,0.7166190147399902,44,uniform,lightgcn,ml1m
0.03757273405790329,0.023919278755784035,0.06816292554140091,0.033724140375852585,0.11737323552370071,0.04616435244679451,0.5973025048169557,0.7148215174674988,44,additive-pref,lightgcn,ml1m
0.03906899318099022,0.02513660117983818,0.07331670820713043,0.036126840859651566,0.12452203035354614,0.04902241379022598,0.6188182402055235,0.722707211971283,44,shapley-mc,lightgcn,ml1m
0.03857024013996124,0.02428811602294445,0.06832917779684067,0.03375428542494774,0.11820448935031891,0.04637466371059418,0.5895953757225434,0.7113087773323059,44,attention,lightgcn,ml1m
0.03757273405790329,0.023882940411567688,0.06916043162345886,0.033946648240089417,0.11770573258399963,0.046183258295059204,0.5976236351958896,0.7152385711669922,44,heuristic-pop,lightgcn,ml1m
0.04289276897907257,0.02705499716103077,0.07697422802448273,0.03798418864607811,0.12452203035354614,0.049846429377794266,0.6223506743737958,0.730507493019104,44,loo-marginal,lightgcn,ml1m
0.03990025073289871,0.025532731786370277,0.06500415503978729,0.03358371555805206,0.116209477186203,0.046546820551157,0.5950545921644188,0.7164375185966492,45,uniform,lightgcn,ml1m
0.04023275151848793,0.02572045288980007,0.06566916406154633,0.03387729451060295,0.11654198169708252,0.04675426334142685,0.5928066795118818,0.7146734595298767,45,additive-pref,lightgcn,ml1m
0.04139650985598564,0.02629474736750126,0.07032418996095657,0.03553275391459465,0.1263507902622223,0.049613140523433685,0.6123956326268465,0.7227811813354492,45,shapley-mc,lightgcn,ml1m
0.04006649926304817,0.02540646493434906,0.06600166112184525,0.03373057022690773,0.11820448935031891,0.046940550208091736,0.5847784200385356,0.7111914753913879,45,attention,lightgcn,ml1m
0.04006649926304817,0.025644613429903984,0.06500415503978729,0.03366208076477051,0.116209477186203,0.04664191976189613,0.5918432883750803,0.7150734663009644,45,heuristic-pop,lightgcn,ml1m
0.0415627583861351,0.026644712314009666,0.07215294986963272,0.03648005425930023,0.12485452741384506,0.049774546176195145,0.6220295439948619,0.7302621006965637,45,loo-marginal,lightgcn,ml1m
0.0359102226793766,0.023458058014512062,0.06433915346860886,0.03260768577456474,0.11920199543237686,0.04644916579127312,0.5928066795118818,0.7163416147232056,46,uniform,lightgcn,ml1m
0.035411469638347626,0.023367827758193016,0.06433915346860886,0.03270576894283295,0.12069825083017349,0.04690469428896904,0.5867052023121387,0.7144144773483276,46,additive-pref,lightgcn,ml1m
0.04023275151848793,0.02558710426092148,0.07231920212507248,0.035826802253723145,0.1266832947731018,0.04947654530405998,0.6085420680796403,0.7224111557006836,46,shapley-mc,lightgcn,ml1m
0.03707398101687431,0.024226371198892593,0.06666667014360428,0.03367709740996361,0.12136325985193253,0.04741058871150017,0.5822093770070649,0.7110971212387085,46,attention,lightgcn,ml1m
0.035245221108198166,0.02322166971862316,0.06517040729522705,0.032857827842235565,0.12003324925899506,0.046673547476530075,0.5879897238278741,0.7149054408073425,46,heuristic-pop,lightgcn,ml1m
0.04339152202010155,0.02712423913180828,0.07381546497344971,0.03683159500360489,0.12618453800678253,0.050018325448036194,0.6127167630057804,0.7299618721008301,46,loo-marginal,lightgcn,ml1m
