metric,method,method_label,mean,ci95_low,ci95_high,n_seeds
AIA permutation null,shapley_mc,Monte Carlo Shapley,-0.00016791301790057211,-0.0004319749970266183,9.614896122547403e-05,5
AIA permutation null,loo_oracle,LOO oracle,-0.0002849328329668267,-0.0005443828096435218,-2.548285629013164e-05,5
AIA permutation null,lime,LIME,-0.000342080110518996,-0.0006298443387104911,-5.431588232750092e-05,5
