seed,family,fraction,DeletionDelta_HitRate@20,DeletionDelta_NDCG@20,Insertion_HitRate@20,Insertion_NDCG@20
45,loo-marginal,0.05,-0.0002696508017834276,0.0014088178286328912,0.06390724331140518,0.02552836760878563
45,loo-marginal,0.1,0.0,0.0016607014695182443,0.06377241760492325,0.025598684325814247
45,loo-marginal,0.2,0.0002696508017834276,0.0023642461746931076,0.06404206901788712,0.026241496205329895
45,loo-marginal,0.3,0.0010786032071337104,0.0033291655126959085,0.06485101580619812,0.02716260775923729
45,uniform,0.05,0.0002696508017834276,0.0009517199941910803,0.06471619009971619,0.02541336975991726
45,uniform,0.1,0.0004044762172270566,0.0010126142296940088,0.06458136439323425,0.025398364290595055
45,uniform,0.2,0.0008089524344541132,0.0014813636662438512,0.06471619009971619,0.025589637458324432
45,uniform,0.3,0.0012134285643696785,0.001963889691978693,0.06525549292564392,0.026052312925457954
45,random,0.05,0.0001348254008917138,0.0008513805805705488,0.06417688727378845,0.02520424872636795
45,random,0.1,0.0005393016035668552,0.0009766065049916506,0.06404206901788712,0.025213519111275673
45,random,0.2,0.0013482540380209684,0.001821266021579504,0.06431171298027039,0.025684086605906487
45,random,0.3,0.0012134285643696785,0.0023414986208081245,0.06431171298027039,0.02604566141963005
