HitRate@5,NDCG@5,HitRate@10,NDCG@10,HitRate@20,NDCG@20,Coverage@20,ILD@20,seed,family,backbone,dataset
0.0389027446508407,0.0244878698140382,0.0655029118061065,0.0329904407262802,0.1163757294416427,0.0457439273595809,0.6242774566473989,0.7307609915733337,42,unreranked,lightgcn,ml1m
0.0397339984774589,0.0246177893131971,0.0669991672039032,0.0333004370331764,0.1198669970035553,0.046556144952774,0.6085420680796403,0.7219046950340271,42,uniform,lightgcn,ml1m
0.0403990037739276,0.0251112282276153,0.0674979239702224,0.0337224714457988,0.1198669970035553,0.0468423217535018,0.6046885035324342,0.7201861143112183,42,additive-pref,lightgcn,ml1m
0.0407315045595169,0.0256850440055131,0.0676641762256622,0.0342729389667511,0.1213632598519325,0.0477059818804264,0.5989081567116249,0.716870903968811,42,attention,lightgcn,ml1m
0.0400664992630481,0.0249522626399993,0.0673316717147827,0.0336388647556304,0.1198669970035553,0.0468216501176357,0.6062941554271034,0.720632016658783,42,heuristic-pop,lightgcn,ml1m
0.0437240228056907,0.027007533237338,0.0769742280244827,0.0376385152339935,0.1261845380067825,0.0500144883990287,0.6396917148362236,0.7357498407363892,42,loo-marginal,lightgcn,ml1m
0.0405652523040771,0.0256636310368776,0.070989191532135,0.0353870429098606,0.1245220303535461,0.0487970784306526,0.6152858060372511,0.7234684824943542,42,valid-sim,lightgcn,ml1m
0.0417290106415748,0.0263272635638713,0.0741479620337486,0.0365676768124103,0.125852033495903,0.0494957529008388,0.6345536287732819,0.7303534746170044,42,valid-linear,lightgcn,ml1m
0.042560264468193,0.0266119893640279,0.072651706635952,0.0362365618348121,0.1270157992839813,0.0499224215745925,0.6307000642260758,0.728266716003418,42,shapley-mc,lightgcn,ml1m
0.0369077324867248,0.023958871141076,0.0648379027843475,0.0328826270997524,0.1142144650220871,0.0452928394079208,0.6287732819524727,0.7304369211196899,43,unreranked,lightgcn,ml1m
0.0379052385687828,0.0245550516992807,0.0641729012131691,0.0329587869346141,0.1183707416057586,0.0466603487730026,0.6130378933847141,0.7216110229492188,43,uniform,lightgcn,ml1m
0.037738986313343,0.0243492070585489,0.0645054057240486,0.0329166203737258,0.1193682476878166,0.0467834509909153,0.6095054592164418,0.7199064493179321,43,additive-pref,lightgcn,ml1m
0.0385702401399612,0.0246681272983551,0.0673316717147827,0.0338154844939708,0.1203657537698745,0.0471609011292457,0.6017983301220295,0.7167278528213501,43,attention,lightgcn,ml1m
0.0375727340579032,0.0244293771684169,0.0645054057240486,0.0330648384988307,0.1193682476878166,0.046928983181715,0.6098265895953757,0.7202746868133545,43,heuristic-pop,lightgcn,ml1m
0.0432252697646617,0.0273854099214077,0.076475478708744,0.0380651019513607,0.1253532767295837,0.0503178089857101,0.6419396274887604,0.7350935935974121,43,loo-marginal,lightgcn,ml1m
0.0392352454364299,0.0253989081829786,0.0698254331946373,0.035181775689125,0.1233582720160484,0.0486350953578949,0.617533718689788,0.722956120967865,43,valid-sim,lightgcn,ml1m
0.0408977568149566,0.026276558637619,0.070656694471836,0.0358140990138053,0.1233582720160484,0.0490680038928985,0.6368015414258189,0.7299034595489502,43,valid-linear,lightgcn,ml1m
0.0418952628970146,0.0269372016191482,0.0714879482984542,0.0364207439124584,0.1273482888936996,0.0504831783473491,0.6342324983943481,0.7276805639266968,43,shapley-mc,lightgcn,ml1m
0.0380714870989322,0.0243938136845827,0.0663341656327247,0.0334519520401954,0.1158769726753234,0.0458650924265384,0.6294155427103404,0.7312741875648499,44,unreranked,lightgcn,ml1m
0.038736492395401,0.0250261295586824,0.0683291777968406,0.0344037413597106,0.1175394877791404,0.046717669814825,0.6143224149004496,0.7222049832344055,44,uniform,lightgcn,ml1m
0.0389027446508407,0.0251916032284498,0.0678304210305213,0.034411609172821,0.1180382370948791,0.046983677893877,0.6104688503532434,0.7205517888069153,44,additive-pref,lightgcn,ml1m
0.038736492395401,0.0252969712018966,0.0679966732859611,0.0346631705760955,0.1198669970035553,0.0476348884403705,0.605009633911368,0.7173217535018921,44,attention,lightgcn,ml1m
0.0389027446508407,0.0252154283225536,0.0681629255414009,0.0345098935067653,0.1182044893503189,0.0470373854041099,0.6114322414900449,0.7209742665290833,44,heuristic-pop,lightgcn,ml1m
0.0457190349698066,0.0286703314632177,0.076475478708744,0.0383763462305069,0.1256857812404632,0.0507380850613117,0.6457931920359666,0.736015260219574,44,loo-marginal,lightgcn,ml1m
0.0402327515184879,0.0259097814559936,0.070656694471836,0.0356070734560489,0.1235245242714881,0.0488380081951618,0.6213872832369942,0.7237763404846191,44,valid-sim,lightgcn,ml1m
