source,family,family_size,left,right,n_users,mean_difference,raw_p,exceedances,draws,published_holm_p,recomputed_holm_p
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_ndcg,10,LIME,Random control,250,0.0149466078222,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_ndcg,10,LOO,Greedy seq. del.,250,0.00970781740803,0.000399960004,3,10000,0.003199680032,0.003199680032
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_ndcg,10,LOO,Random control,250,0.014761246333,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_ndcg,10,Greedy seq. del.,Random control,250,0.005053428925,0.035696430357,356,10000,0.178482151785,0.178482151785
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_primary,10,MC Shapley,LIME,250,-0.000129798852085,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_primary,10,MC Shapley,LOO,250,-0.0001272512127,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_primary,10,MC Shapley,Greedy seq. del.,250,0.00265560587558,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_primary,10,MC Shapley,Random control,250,0.00278403815972,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_primary,10,LIME,LOO,250,2.54763938525e-06,1,10000,10000,1,1
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_primary,10,LIME,Greedy seq. del.,250,0.00278540472767,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_primary,10,LIME,Random control,250,0.0029138370118,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_primary,10,LOO,Greedy seq. del.,250,0.00278285708828,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_primary,10,LOO,Random control,250,0.00291128937241,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_primary,10,Greedy seq. del.,Random control,250,0.000128432284134,0.25197480252,2519,10000,0.503949605039,0.503949605039
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_target_margin,10,MC Shapley,LIME,250,-0.000129798852085,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_target_margin,10,MC Shapley,LOO,250,-0.0001272512127,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_target_margin,10,MC Shapley,Greedy seq. del.,250,0.00265560587558,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_target_margin,10,MC Shapley,Random control,250,0.00278403815972,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_target_margin,10,LIME,LOO,250,2.54763938525e-06,1,10000,10000,1,1
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_target_margin,10,LIME,Greedy seq. del.,250,0.00278540472767,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_target_margin,10,LIME,Random control,250,0.0029138370118,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_target_margin,10,LOO,Greedy seq. del.,250,0.00278285708828,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_target_margin,10,LOO,Random control,250,0.00291128937241,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_effect_target_margin,10,Greedy seq. del.,Random control,250,0.000128432284134,0.260173982602,2601,10000,0.520347965203,0.520347965203
per-metric family,MovieLens / full_catalogue / target_margin / joint_regret_ndcg,10,MC Shapley,LIME,250,0.00293564894584,0.125687431257,1256,10000,0.377062293771,0.377062293771
per-metric family,MovieLens / full_catalogue / target_margin / joint_regret_ndcg,10,MC Shapley,LOO,250,0.00275028745667,0.211878812119,2118,10000,0.423757624238,0.423757624238
per-metric family,MovieLens / full_catalogue / target_margin / joint_regret_ndcg,10,MC Shapley,Greedy seq. del.,250,-0.00695752995136,0.045895410459,458,10000,0.183581641836,0.183581641836
per-metric family,MovieLens / full_catalogue / target_margin / joint_regret_ndcg,10,MC Shapley,Random control,250,-0.0120109588764,0.001199880012,11,10000,0.00719928007199,0.00719928007199
per-metric family,MovieLens / full_catalogue / target_margin / joint_regret_ndcg,10,LIME,LOO,250,-0.000185361489174,1,10000,10000,1,1
per-metric family,MovieLens / full_catalogue / target_margin / joint_regret_ndcg,10,LIME,Greedy seq. del.,250,-0.00989317889721,0.000499950005,4,10000,0.003499650035,0.003499650035
per-metric family,MovieLens / full_catalogue / target_margin / joint_regret_ndcg,10,LIME,Random control,250,-0.0149466078222,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_regret_ndcg,10,LOO,Greedy seq. del.,250,-0.00970781740803,0.000299970003,2,10000,0.002399760024,0.002399760024
per-metric family,MovieLens / full_catalogue / target_margin / joint_regret_ndcg,10,LOO,Random control,250,-0.014761246333,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_regret_ndcg,10,Greedy seq. del.,Random control,250,-0.005053428925,0.033096690331,330,10000,0.165483451655,0.165483451655
per-metric family,MovieLens / full_catalogue / target_margin / joint_regret_primary,10,MC Shapley,LIME,250,0.000129798852085,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_regret_primary,10,MC Shapley,LOO,250,0.0001272512127,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_regret_primary,10,MC Shapley,Greedy seq. del.,250,-0.00265560587558,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_regret_primary,10,MC Shapley,Random control,250,-0.00278403815972,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_regret_primary,10,LIME,LOO,250,-2.54763938525e-06,1,10000,10000,1,1
per-metric family,MovieLens / full_catalogue / target_margin / joint_regret_primary,10,LIME,Greedy seq. del.,250,-0.00278540472767,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_regret_primary,10,LIME,Random control,250,-0.0029138370118,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_regret_primary,10,LOO,Greedy seq. del.,250,-0.00278285708828,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_regret_primary,10,LOO,Random control,250,-0.00291128937241,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / joint_regret_primary,10,Greedy seq. del.,Random control,250,-0.000128432284134,0.246775322468,2467,10000,0.493550644936,0.493550644936
per-metric family,MovieLens / full_catalogue / target_margin / normalized_regret_ndcg,10,MC Shapley,LIME,20,0.0829073875471,0.434756524348,4347,10000,1,1
per-metric family,MovieLens / full_catalogue / target_margin / normalized_regret_ndcg,10,MC Shapley,LOO,20,0.0771825188588,0.437256274373,4372,10000,1,1
per-metric family,MovieLens / full_catalogue / target_margin / normalized_regret_ndcg,10,MC Shapley,Greedy seq. del.,20,-0.328387915989,0.00989901009899,98,10000,0.044495550445,0.044495550445
per-metric family,MovieLens / full_catalogue / target_margin / normalized_regret_ndcg,10,MC Shapley,Random control,20,-0.953000968243,0.000199980002,1,10000,0.001599840016,0.001599840016
per-metric family,MovieLens / full_catalogue / target_margin / normalized_regret_ndcg,10,LIME,LOO,20,-0.00572486868832,1,10000,10000,1,1
per-metric family,MovieLens / full_catalogue / target_margin / normalized_regret_ndcg,10,LIME,Greedy seq. del.,20,-0.411295303536,0.001199880012,11,10000,0.00719928007199,0.00719928007199
per-metric family,MovieLens / full_catalogue / target_margin / normalized_regret_ndcg,10,LIME,Random control,20,-1.03590835579,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / normalized_regret_ndcg,10,LOO,Greedy seq. del.,20,-0.405570434848,0.000899910008999,8,10000,0.00629937006299,0.00629937006299
per-metric family,MovieLens / full_catalogue / target_margin / normalized_regret_ndcg,10,LOO,Random control,20,-1.0301834871,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / normalized_regret_ndcg,10,Greedy seq. del.,Random control,20,-0.624613052255,0.00889911008899,88,10000,0.044495550445,0.044495550445
per-metric family,MovieLens / full_catalogue / target_margin / normalized_regret_primary,10,MC Shapley,LIME,250,0.0703214872503,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / normalized_regret_primary,10,MC Shapley,LOO,250,0.0813503374768,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / normalized_regret_primary,10,MC Shapley,Greedy seq. del.,250,-0.94134337147,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / normalized_regret_primary,10,MC Shapley,Random control,250,-0.956146517918,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / normalized_regret_primary,10,LIME,LOO,250,0.0110288502265,0.001899810019,18,10000,0.003799620038,0.003799620038
per-metric family,MovieLens / full_catalogue / target_margin / normalized_regret_primary,10,LIME,Greedy seq. del.,250,-1.01166485872,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / normalized_regret_primary,10,LIME,Random control,250,-1.02646800517,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / normalized_regret_primary,10,LOO,Greedy seq. del.,250,-1.02269370895,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / normalized_regret_primary,10,LOO,Random control,250,-1.03749685539,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / normalized_regret_primary,10,Greedy seq. del.,Random control,250,-0.0148031464482,0.682131786821,6821,10000,0.682131786821,0.682131786821
per-metric family,MovieLens / full_catalogue / target_margin / signed_alignment,10,MC Shapley,LIME,250,-0.085982665573,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / signed_alignment,10,MC Shapley,LOO,250,-0.110600456889,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / signed_alignment,10,MC Shapley,Greedy seq. del.,250,0.424325346549,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / signed_alignment,10,MC Shapley,Random control,250,0.882102649407,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / signed_alignment,10,LIME,LOO,250,-0.0246177913163,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / signed_alignment,10,LIME,Greedy seq. del.,250,0.510308012122,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / signed_alignment,10,LIME,Random control,250,0.96808531498,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / signed_alignment,10,LOO,Greedy seq. del.,250,0.534925803438,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / signed_alignment,10,LOO,Random control,250,0.992703106296,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / signed_alignment,10,Greedy seq. del.,Random control,250,0.457777302858,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / signed_alignment_ndcg,10,MC Shapley,LIME,18,-0.0510971427235,0.024797520248,247,10000,0.0530946905309,0.0530946905309
per-metric family,MovieLens / full_catalogue / target_margin / signed_alignment_ndcg,10,MC Shapley,LOO,18,-0.0781096062508,0.017698230177,176,10000,0.0530946905309,0.0530946905309
per-metric family,MovieLens / full_catalogue / target_margin / signed_alignment_ndcg,10,MC Shapley,Greedy seq. del.,18,0.349382056395,0.000299970003,2,10000,0.001499850015,0.001499850015
per-metric family,MovieLens / full_catalogue / target_margin / signed_alignment_ndcg,10,MC Shapley,Random control,18,0.654271319313,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / signed_alignment_ndcg,10,LIME,LOO,18,-0.0270124635272,0.0812918708129,812,10000,0.0812918708129,0.0812918708129
per-metric family,MovieLens / full_catalogue / target_margin / signed_alignment_ndcg,10,LIME,Greedy seq. del.,18,0.400479199119,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / signed_alignment_ndcg,10,LIME,Random control,18,0.705368462037,0.000199980002,1,10000,0.001199880012,0.001199880012
per-metric family,MovieLens / full_catalogue / target_margin / signed_alignment_ndcg,10,LOO,Greedy seq. del.,18,0.427491662646,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / signed_alignment_ndcg,10,LOO,Random control,18,0.732380925564,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / signed_alignment_ndcg,10,Greedy seq. del.,Random control,18,0.304889262918,0.001099890011,10,10000,0.004399560044,0.004399560044
per-metric family,MovieLens / full_catalogue / target_margin / top1_precision,10,MC Shapley,LIME,250,-0.208,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top1_precision,10,MC Shapley,LOO,250,-0.2936,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top1_precision,10,MC Shapley,Greedy seq. del.,250,0.5504,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top1_precision,10,MC Shapley,Random control,250,0.596,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top1_precision,10,LIME,LOO,250,-0.0856,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top1_precision,10,LIME,Greedy seq. del.,250,0.7584,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top1_precision,10,LIME,Random control,250,0.804,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top1_precision,10,LOO,Greedy seq. del.,250,0.844,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top1_precision,10,LOO,Random control,250,0.8896,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top1_precision,10,Greedy seq. del.,Random control,250,0.0456,0.025397460254,253,10000,0.025397460254,0.025397460254
per-metric family,MovieLens / full_catalogue / target_margin / top3_precision,10,MC Shapley,LIME,250,-0.129866666667,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top3_precision,10,MC Shapley,LOO,250,-0.1744,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top3_precision,10,MC Shapley,Greedy seq. del.,250,0.338933333333,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top3_precision,10,MC Shapley,Random control,250,0.616,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top3_precision,10,LIME,LOO,250,-0.0445333333333,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top3_precision,10,LIME,Greedy seq. del.,250,0.4688,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top3_precision,10,LIME,Random control,250,0.745866666667,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top3_precision,10,LOO,Greedy seq. del.,250,0.513333333333,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top3_precision,10,LOO,Random control,250,0.7904,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top3_precision,10,Greedy seq. del.,Random control,250,0.277066666667,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top5_precision,10,MC Shapley,LIME,250,-0.104853333333,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top5_precision,10,MC Shapley,LOO,250,-0.142666666667,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top5_precision,10,MC Shapley,Greedy seq. del.,250,0.269333333333,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top5_precision,10,MC Shapley,Random control,250,0.55424,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top5_precision,10,LIME,LOO,250,-0.0378133333333,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top5_precision,10,LIME,Greedy seq. del.,250,0.374186666667,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top5_precision,10,LIME,Random control,250,0.659093333333,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top5_precision,10,LOO,Greedy seq. del.,250,0.412,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top5_precision,10,LOO,Random control,250,0.696906666667,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / full_catalogue / target_margin / top5_precision,10,Greedy seq. del.,Random control,250,0.284906666667,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / abstention,10,MC Shapley,LIME,250,-0.0808,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / abstention,10,MC Shapley,LOO,250,-0.552,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / abstention,10,MC Shapley,Greedy seq. del.,250,-0.232,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / abstention,10,MC Shapley,Random control,250,0.0872,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / abstention,10,LIME,LOO,250,-0.4712,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / abstention,10,LIME,Greedy seq. del.,250,-0.1512,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / abstention,10,LIME,Random control,250,0.168,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / abstention,10,LOO,Greedy seq. del.,250,0.32,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / abstention,10,LOO,Random control,250,0.6392,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / abstention,10,Greedy seq. del.,Random control,250,0.3192,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / actionability_gap,10,MC Shapley,LIME,86,0.0252996301959,0.0537946205379,537,10000,0.0617938206179,0.0617938206179
per-metric family,MovieLens / utility-ndcg / ndcg / actionability_gap,10,MC Shapley,LOO,86,0.177173346008,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / actionability_gap,10,MC Shapley,Greedy seq. del.,86,-0.0609792322507,0.030896910309,308,10000,0.0617938206179,0.0617938206179
per-metric family,MovieLens / utility-ndcg / ndcg / actionability_gap,10,MC Shapley,Random control,86,-0.128523606874,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / actionability_gap,10,LIME,LOO,86,0.151873715812,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / actionability_gap,10,LIME,Greedy seq. del.,86,-0.0862788624465,0.000699930006999,6,10000,0.002799720028,0.002799720028
per-metric family,MovieLens / utility-ndcg / ndcg / actionability_gap,10,LIME,Random control,86,-0.15382323707,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / actionability_gap,10,LOO,Greedy seq. del.,86,-0.238152578259,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / actionability_gap,10,LOO,Random control,86,-0.305696952882,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / actionability_gap,10,Greedy seq. del.,Random control,86,-0.0675443746236,0.002099790021,20,10000,0.00629937006299,0.00629937006299
per-metric family,MovieLens / utility-ndcg / ndcg / aia,10,MC Shapley,LIME,86,-0.0559308844744,0.000699930006999,6,10000,0.001399860014,0.001399860014
per-metric family,MovieLens / utility-ndcg / ndcg / aia,10,MC Shapley,LOO,86,-0.317404123216,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / aia,10,MC Shapley,Greedy seq. del.,86,0.0935749205098,0.00639936006399,63,10000,0.00639936006399,0.00639936006399
per-metric family,MovieLens / utility-ndcg / ndcg / aia,10,MC Shapley,Random control,86,0.384741477697,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / aia,10,LIME,LOO,86,-0.261473238741,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / aia,10,LIME,Greedy seq. del.,86,0.149505804984,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / aia,10,LIME,Random control,86,0.440672362171,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / aia,10,LOO,Greedy seq. del.,86,0.410979043725,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / aia,10,LOO,Random control,86,0.702145600912,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / aia,10,Greedy seq. del.,Random control,86,0.291166557187,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / aia_ndcg,10,MC Shapley,LIME,86,-0.0559308844744,0.000599940005999,5,10000,0.001199880012,0.001199880012
per-metric family,MovieLens / utility-ndcg / ndcg / aia_ndcg,10,MC Shapley,LOO,86,-0.317404123216,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / aia_ndcg,10,MC Shapley,Greedy seq. del.,86,0.0935749205098,0.00659934006599,65,10000,0.00659934006599,0.00659934006599
per-metric family,MovieLens / utility-ndcg / ndcg / aia_ndcg,10,MC Shapley,Random control,86,0.384741477697,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / aia_ndcg,10,LIME,LOO,86,-0.261473238741,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / aia_ndcg,10,LIME,Greedy seq. del.,86,0.149505804984,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / aia_ndcg,10,LIME,Random control,86,0.440672362171,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / aia_ndcg,10,LOO,Greedy seq. del.,86,0.410979043725,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / aia_ndcg,10,LOO,Random control,86,0.702145600912,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / aia_ndcg,10,Greedy seq. del.,Random control,86,0.291166557187,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / direction_accuracy,10,MC Shapley,LIME,86,-0.0134915601195,0.26897310269,2689,10000,1,1
per-metric family,MovieLens / utility-ndcg / ndcg / direction_accuracy,10,MC Shapley,LOO,86,-0.00962532299742,0.499150084992,4991,10000,1,1
per-metric family,MovieLens / utility-ndcg / ndcg / direction_accuracy,10,MC Shapley,Greedy seq. del.,86,0.451388630749,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / direction_accuracy,10,MC Shapley,Random control,86,0.46671021485,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / direction_accuracy,10,LIME,LOO,86,0.00386623712205,0.660833916608,6608,10000,1,1
per-metric family,MovieLens / utility-ndcg / ndcg / direction_accuracy,10,LIME,Greedy seq. del.,86,0.464880190869,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / direction_accuracy,10,LIME,Random control,86,0.480201774969,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / direction_accuracy,10,LOO,Greedy seq. del.,86,0.461013953747,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / direction_accuracy,10,LOO,Random control,86,0.476335537847,9.99900009999e-05,0,10000,0.000999900009999,0.000999900009999
per-metric family,MovieLens / utility-ndcg / ndcg / direction_accuracy,10,Greedy seq. del.,Random control,86,0.0153215841007,0.661933806619,6619,10000,1,1
