seed,family,fraction,DeletionDelta_HitRate@20,DeletionDelta_NDCG@20,Insertion_HitRate@20,Insertion_NDCG@20
43,loo-marginal,0.05,0.0071487948298454285,0.003815922187641263,0.06932668387889862,0.023584412410855293
43,loo-marginal,0.1,0.010473815724253654,0.0061044045723974705,0.07165420055389404,0.024715371429920197
43,loo-marginal,0.2,0.015793848782777786,0.009466451592743397,0.07497921586036682,0.02656744234263897
43,loo-marginal,0.3,0.02061512880027294,0.011907030828297138,0.07847049087285995,0.02833370864391327
43,uniform,0.05,0.005153782200068235,0.0029394282028079033,0.06932668387889862,0.02331371046602726
43,uniform,0.1,0.009143806993961334,0.005260040517896414,0.07132169604301453,0.024028535932302475
43,uniform,0.2,0.015793848782777786,0.00834827870130539,0.07481297105550766,0.025326598435640335
43,uniform,0.3,0.02078137919306755,0.010638092644512653,0.07763923704624176,0.026507047936320305
43,random,0.05,0.0034912717528641224,0.002865706803277135,0.06932668387889862,0.023359019309282303
43,random,0.1,0.008811305277049541,0.00536666065454483,0.07015793770551682,0.023862559348344803
43,random,0.2,0.01463009137660265,0.008490235544741154,0.07331670820713043,0.02528361789882183
43,random,0.3,0.019950125366449356,0.011038027703762054,0.07714048027992249,0.026733221486210823
