seed,family,fraction,DeletionDelta_HitRate@20,DeletionDelta_NDCG@20,Insertion_HitRate@20,Insertion_NDCG@20
44,loo-marginal,0.05,-0.0001348254008917138,2.8117778128944337e-05,0.020088985562324524,0.006793437525629997
44,loo-marginal,0.1,0.0,0.00012462955783121288,0.020088985562324524,0.00682366918772459
44,loo-marginal,0.2,0.0004044762172270566,0.00029724158230237663,0.020358635112643242,0.006925426423549652
44,loo-marginal,0.3,0.0005393016035668552,0.0003742377448361367,0.02022380940616131,0.006973971147090197
44,uniform,0.05,-0.0001348254008917138,-7.095775345078437e-06,0.01995415985584259,0.006736715789884329
44,uniform,0.1,0.0001348254008917138,6.202583608683199e-05,0.020088985562324524,0.006770880427211523
44,uniform,0.2,0.0002696508017834276,0.00016443569620605558,0.02022380940616131,0.006827692035585642
44,uniform,0.3,0.0005393016035668552,0.0002672964474186301,0.02022380940616131,0.006900460924953222
44,random,0.05,-0.0002696508017834276,-3.976098378188908e-05,0.019819334149360657,0.006714700721204281
44,random,0.1,0.0,9.026434418046847e-05,0.019819334149360657,0.0067364852875471115
44,random,0.2,0.0002696508017834276,0.00021632842253893614,0.01995415985584259,0.0068468875251710415
44,random,0.3,0.0001348254008917138,0.0002646600769367069,0.019819334149360657,0.006857546977698803
