seed,user,n_players,method,method_label,aia,faithfulness_alignment,joint_effect_b2,joint_regret_b2,normalized_regret_b2,actionability_gap,efficiency_error
42,28,20,loo_oracle,LOO oracle,0.9984962406015038,1.0,0.0008657280047295601,,,-0.0015037593984962294,1.734723475976807e-18
42,28,20,lime,LIME,0.9338345864661652,0.932330827067669,0.0008730744347266173,,,0.0015037593984962294,1.734723475976807e-18
42,29,20,shapley_mc,Monte Carlo Shapley,0.6706766917293233,0.6676691729323309,0.002506279812816259,,,0.003007518796992459,6.938893903907228e-18
42,29,20,loo_oracle,LOO oracle,0.9984962406015038,1.0,0.0007203348211907157,,,-0.0015037593984962294,6.938893903907228e-18
42,29,20,lime,LIME,0.9714285714285714,0.9729323308270676,0.0007203348211907157,,,-0.0015037593984962294,6.938893903907228e-18
42,30,20,shapley_mc,Monte Carlo Shapley,0.7789473684210525,0.732330827067669,-6.90495472276953e-05,,,0.046616541353383445,0.0
42,30,20,loo_oracle,LOO oracle,0.9774436090225563,1.0,-5.899276961479627e-05,,,-0.022556390977443663,0.0
42,30,20,lime,LIME,0.8977443609022555,0.932330827067669,-0.0005113975666692361,,,-0.0345864661654135,0.0
42,31,20,shapley_mc,Monte Carlo Shapley,0.8872180451127819,0.8872180451127819,-0.0008852438800711626,,,0.0,0.0
42,31,20,loo_oracle,LOO oracle,1.0,1.0,-7.031161545301146e-05,,,0.0,0.0
