dataset,model,evaluation_mode,utility,analysis_role,condition,method,method_label,metric,mean,ci95_low,ci95_high,n_users,n_seeds,missing_users
Amazon-Digital-Music,itemknn,full_unseen_catalogue,target_margin,full_catalogue,full_catalogue,shapley_mc,Monte Carlo Shapley,direction_accuracy,0.5122146091163738,0.47956323614294205,0.5441387265087851,250,5,0
Amazon-Digital-Music,itemknn,full_unseen_catalogue,target_margin,full_catalogue,full_catalogue,shapley_mc,Monte Carlo Shapley,direction_accuracy_ndcg,0.9166666666666666,0.75,1.0,6,5,244
Amazon-Digital-Music,itemknn,full_unseen_catalogue,target_margin,full_catalogue,full_catalogue,shapley_mc,Monte Carlo Shapley,top1_precision,0.6144000000000001,0.5568000000000001,0.6712,250,5,0
Amazon-Digital-Music,itemknn,full_unseen_catalogue,target_margin,full_catalogue,full_catalogue,shapley_mc,Monte Carlo Shapley,top3_precision,0.4237333333333333,0.3890666666666666,0.4584,250,5,0
Amazon-Digital-Music,itemknn,full_unseen_catalogue,target_margin,full_catalogue,full_catalogue,shapley_mc,Monte Carlo Shapley,top5_precision,0.3535333333333333,0.324079,0.3832276666666667,250,5,0
Amazon-Digital-Music,itemknn,full_unseen_catalogue,target_margin,full_catalogue,full_catalogue,shapley_mc,Monte Carlo Shapley,joint_effect_primary,0.0012887041776634871,0.0009909359935131234,0.0015956013853109879,250,5,0
Amazon-Digital-Music,itemknn,full_unseen_catalogue,target_margin,full_catalogue,full_catalogue,shapley_mc,Monte Carlo Shapley,joint_effect_ndcg,0.003455118146059062,0.0005237190142858301,0.007219533827832698,250,5,0
Amazon-Digital-Music,itemknn,full_unseen_catalogue,target_margin,full_catalogue,full_catalogue,shapley_mc,Monte Carlo Shapley,joint_effect_target_margin,0.0012887041776634871,0.000996716790050911,0.0015889867805437977,250,5,0
Amazon-Digital-Music,itemknn,full_unseen_catalogue,target_margin,full_catalogue,full_catalogue,shapley_mc,Monte Carlo Shapley,intervention_success,0.7375999999999999,0.684,0.7895999999999999,250,5,0
Amazon-Digital-Music,itemknn,full_unseen_catalogue,target_margin,full_catalogue,full_catalogue,shapley_mc,Monte Carlo Shapley,abstention,0.0,0.0,0.0,250,5,0
Amazon-Digital-Music,itemknn,full_unseen_catalogue,target_margin,full_catalogue,full_catalogue,shapley_mc,Monte Carlo Shapley,joint_regret_primary,0.0007159713741070266,0.0005936961027591239,0.0008400256566420886,250,5,0
Amazon-Digital-Music,itemknn,full_unseen_catalogue,target_margin,full_catalogue,full_catalogue,shapley_mc,Monte Carlo Shapley,normalized_regret_primary,0.7350588200272745,0.47490733784715367,1.0477692350056396,215,5,35
Amazon-Digital-Music,itemknn,full_unseen_catalogue,target_margin,full_catalogue,full_catalogue,shapley_mc,Monte Carlo Shapley,joint_regret_ndcg,0.0015004539823446632,0.0,0.0041921300406493785,250,5,0
Amazon-Digital-Music,itemknn,full_unseen_catalogue,target_margin,full_catalogue,full_catalogue,shapley_mc,Monte Carlo Shapley,normalized_regret_ndcg,0.25550560208128903,0.015505602081289016,0.64,5,5,245
Amazon-Digital-Music,itemknn,full_unseen_catalogue,target_margin,full_catalogue,full_catalogue,shapley_mc,Monte Carlo Shapley,intervention_success_ndcg,0.0152,0.0032,0.0312,250,5,0
Amazon-Digital-Music,itemknn,full_unseen_catalogue,target_margin,full_catalogue,full_catalogue,shapley_mc,Monte Carlo Shapley,aia_null_mean,0.0009536365995110299,-0.00222777735859594,0.004102961625407823,250,5,0
Amazon-Digital-Music,itemknn,full_unseen_catalogue,target_margin,full_catalogue,full_catalogue,shapley_mc,Monte Carlo Shapley,aia_null_p95,0.7834430725694697,0.7580907881804598,0.808596027220262,250,5,0
Amazon-Digital-Music,itemknn,full_unseen_catalogue,target_margin,full_catalogue,full_catalogue,shapley_mc,Monte Carlo Shapley,aia_permutation_p,0.5696475247524752,0.5271249504950495,0.6112334653465346,250,5,0
Amazon-Digital-Music,itemknn,sampled_unseen_negatives_with_target,target_margin,primary,primary,greedy_cf,Greedy sequential deletion,aia,0.1310298051163378,0.09840079336051268,0.16316821122124472,993,5,7
Amazon-Digital-Music,itemknn,sampled_unseen_negatives_with_target,target_margin,primary,primary,greedy_cf,Greedy sequential deletion,aia_ndcg,0.14500836274025125,0.07591617308838991,0.2133534780880943,233,5,767
Amazon-Digital-Music,itemknn,sampled_unseen_negatives_with_target,target_margin,primary,primary,greedy_cf,Greedy sequential deletion,faithfulness_alignment,0.19107508737536089,0.15898612786882896,0.22298779074116676,993,5,7
Amazon-Digital-Music,itemknn,sampled_unseen_negatives_with_target,target_margin,primary,primary,greedy_cf,Greedy sequential deletion,actionability_gap,-0.060045282259023114,-0.07638134681885539,-0.04417488498301494,993,5,7
Amazon-Digital-Music,itemknn,sampled_unseen_negatives_with_target,target_margin,primary,primary,greedy_cf,Greedy sequential deletion,signed_alignment,0.10880689467622204,0.07500690702990316,0.1434440056560728,993,5,7
Amazon-Digital-Music,itemknn,sampled_unseen_negatives_with_target,target_margin,primary,primary,greedy_cf,Greedy sequential deletion,signed_alignment_ndcg,0.3819833657394476,0.3280534513208228,0.43557862765440925,233,5,767
Amazon-Digital-Music,itemknn,sampled_unseen_negatives_with_target,target_margin,primary,primary,greedy_cf,Greedy sequential deletion,direction_accuracy,0.5427375245810562,0.5272416987990953,0.558741983498535,993,5,7
Amazon-Digital-Music,itemknn,sampled_unseen_negatives_with_target,target_margin,primary,primary,greedy_cf,Greedy sequential deletion,direction_accuracy_ndcg,0.8897726498584868,0.8598602053644973,0.9180550871994004,233,5,767
Amazon-Digital-Music,itemknn,sampled_unseen_negatives_with_target,target_margin,primary,primary,greedy_cf,Greedy sequential deletion,top1_precision,0.149,0.127,0.172,1000,5,0
Amazon-Digital-Music,itemknn,sampled_unseen_negatives_with_target,target_margin,primary,primary,greedy_cf,Greedy sequential deletion,top3_precision,0.3613333333333334,0.3436666666666666,0.379,1000,5,0
Amazon-Digital-Music,itemknn,sampled_unseen_negatives_with_target,target_margin,primary,primary,greedy_cf,Greedy sequential deletion,top5_precision,0.39613333333333334,0.38151625,0.41078374999999995,1000,5,0
Amazon-Digital-Music,itemknn,sampled_unseen_negatives_with_target,target_margin,primary,primary,greedy_cf,Greedy sequential deletion,joint_effect_primary,0.0006813753571975132,0.0005485189965750866,0.0008256188236540798,1000,5,0
Amazon-Digital-Music,itemknn,sampled_unseen_negatives_with_target,target_margin,primary,primary,greedy_cf,Greedy sequential deletion,joint_effect_ndcg,0.010152178285546723,0.0056499586943513785,0.01488500024571364,1000,5,0
Amazon-Digital-Music,itemknn,sampled_unseen_negatives_with_target,target_margin,primary,primary,greedy_cf,Greedy sequential deletion,joint_effect_target_margin,0.0006813753571975132,0.0005482847510156887,0.0008226865128948586,1000,5,0
Amazon-Digital-Music,itemknn,sampled_unseen_negatives_with_target,target_margin,primary,primary,greedy_cf,Greedy sequential deletion,intervention_success,0.534,0.503,0.565,1000,5,0
Amazon-Digital-Music,itemknn,sampled_unseen_negatives_with_target,target_margin,primary,primary,greedy_cf,Greedy sequential deletion,abstention,0.007,0.002,0.013,1000,5,0
Amazon-Digital-Music,itemknn,sampled_unseen_negatives_with_target,target_margin,primary,primary,greedy_cf,Greedy sequential deletion,joint_regret_primary,0.0009257783635235424,0.0008618108873313062,0.0009915994594122976,1000,5,0
Amazon-Digital-Music,itemknn,sampled_unseen_negatives_with_target,target_margin,primary,primary,greedy_cf,Greedy sequential deletion,normalized_regret_primary,1.1279652770119892,1.0044241006232868,1.3011750235462343,987,5,13
