seed,total_seconds,stage_loo_seconds,stage_rerank_eval_sensitivity_seconds,stage_shapley_seconds,stage_train_and_score_seconds
42,2184.539752960205,127.69909286499023,96.33964490890503,1660.2231118679047,266.23526096343994
43,2178.897994995117,126.90324592590332,96.36296582221985,1656.5660409927368,265.9343810081482
44,2178.399116754532,127.91567730903625,97.2725281715393,1652.8474750518799,266.99895000457764
45,2182.1725058555603,126.68911695480347,96.20560789108276,1655.417270898819,270.23816180229187
46,2182.834804058075,127.97241377830505,96.68755292892456,1658.126981973648,266.2556700706482
