seed,family,fraction,DeletionDelta_HitRate@20,DeletionDelta_NDCG@20,Insertion_HitRate@20,Insertion_NDCG@20
44,loo-marginal,0.05,0.004821280017495155,0.0030823838897049427,0.06600166112184525,0.022966418415308
44,loo-marginal,0.1,0.007980049587786198,0.005027035716921091,0.06799667328596115,0.02381865680217743
44,loo-marginal,0.2,0.01379883661866188,0.008297039195895195,0.07049044221639633,0.025135258212685585
44,loo-marginal,0.3,0.020282626152038574,0.01073578093200922,0.07381546497344971,0.026567168533802032
44,uniform,0.05,0.003325020894408226,0.002192501211538911,0.06533665955066681,0.0225245151668787
44,uniform,0.1,0.006816292647272348,0.004454608540982008,0.06733167171478271,0.02324364334344864
44,uniform,0.2,0.014297589659690857,0.007706509903073311,0.07065669447183609,0.02459038980305195
44,uniform,0.3,0.01928512006998062,0.01007188018411398,0.07348296046257019,0.025794221088290215
44,random,0.05,0.0038237739354372025,0.002407736610621214,0.06583540886640549,0.022756077349185944
44,random,0.1,0.006483790464699268,0.004236450418829918,0.06766417622566223,0.023449275642633438
44,random,0.2,0.01396508701145649,0.00759544363245368,0.07015793770551682,0.024477552622556686
44,random,0.3,0.019783873111009598,0.010398229584097862,0.072651706635952,0.02570008859038353
